Freq.	V(vin)/I(V1)	V(vo4)
Step Information: Hola=1  (Run: 1/2)
1.34896288259165e+002	(6.62308725471219e+001dB,1.65336258719168e+002°)	(7.83838963299412e+000dB,8.11641945909618e+000°)
1.38038426460288e+002	(6.62390458745861e+001dB,1.66118245225662e+002°)	(7.79260191826328e+000dB,7.67233497417623e+000°)
1.41253754462275e+002	(6.62512433545733e+001dB,1.66870809338369e+002°)	(7.74472328868202e+000dB,7.27041278955128e+000°)
1.44543977074592e+002	(6.62670550233091e+001dB,1.67593486890514e+002°)	(7.69528771616871e+000dB,6.91070060843159e+000°)
1.47910838816820e+002	(6.62860850062640e+001dB,1.68286056693130e+002°)	(7.64481404984300e+000dB,6.59295289708637e+000°)
1.51356124843620e+002	(6.63079543775963e+001dB,1.68948515951692e+002°)	(7.59380274434159e+000dB,6.31665483217927e+000°)
1.54881661891247e+002	(6.63323033463154e+001dB,1.69581055305883e+002°)	(7.54273325027392e+000dB,6.08104673672834e+000°)
1.58489319246110e+002	(6.63587928246127e+001dB,1.70184034149193e+002°)	(7.49206201183400e+000dB,5.88514835018499e+000°)
1.62181009735892e+002	(6.63871054433140e+001dB,1.70757956754193e+002°)	(7.44222100693217e+000dB,5.72778240820374e+000°)
1.65958690743755e+002	(6.64169460842139e+001dB,1.71303449604464e+002°)	(7.39361676036506e+000dB,5.60759713269406e+000°)
1.69824365246173e+002	(6.64480420000625e+001dB,1.71821240220269e+002°)	(7.34662975941763e+000dB,5.52308734641185e+000°)
1.73780082874936e+002	(6.64801425910124e+001dB,1.72312137665153e+002°)	(7.30161420308377e+000dB,5.47261402592047e+000°)
1.77827941003891e+002	(6.65130189022636e+001dB,1.72777014836052e+002°)	(7.25889802012652e+000dB,5.45442219206702e+000°)
1.81970085860997e+002	(6.65464629021488e+001dB,1.73216792570263e+002°)	(7.21878309638939e+000dB,5.46665710583878e+000°)
1.86208713666286e+002	(6.65802865935978e+001dB,1.73632425548144e+002°)	(7.18154565808375e+000dB,5.50737879321695e+000°)
1.90546071796323e+002	(6.66143210052890e+001dB,1.74024889929090e+002°)	(7.14743676402343e+000dB,5.57457496392574e+000°)
1.94984459975803e+002	(6.66484151021873e+001dB,1.74395172628666e+002°)	(7.11668286631751e+000dB,5.66617242005908e+000°)
1.99526231496887e+002	(6.66824346488558e+001dB,1.74744262124962e+002°)	(7.08948640510002e+000dB,5.78004707164253e+000°)
2.04173794466952e+002	(6.67162610530757e+001dB,1.75073140670332e+002°)	(7.06602640848851e+000dB,5.91403268967177e+000°)
2.08929613085403e+002	(6.67497902120132e+001dB,1.75382777779378e+002°)	(7.04645907401942e+000dB,6.06592853456666e+000°)
2.13796208950222e+002	(6.67829313784947e+001dB,1.75674124863500e+002°)	(7.03091831237095e+000dB,6.23350600137454e+000°)
2.18776162394954e+002	(6.68156060608824e+001dB,1.75948110885548e+002°)	(7.01951623799327e+000dB,6.41451442290057e+000°)
2.23872113856832e+002	(6.68477469665710e+001dB,1.76205638913931e+002°)	(7.01234359458321e+000dB,6.60668616984052e+000°)
2.29086765276776e+002	(6.68792969962085e+001dB,1.76447583463082e+002°)	(7.00947010626541e+000dB,6.80774118423555e+000°)
2.34422881531991e+002	(6.69102082933292e+001dB,1.76674788515758e+002°)	(7.01094474758878e+000dB,7.01539107879673e+000°)
2.39883291901947e+002	(6.69404413521240e+001dB,1.76888066131750e+002°)	(7.01679592767591e+000dB,7.22734293191766e+000°)
2.45470891568501e+002	(6.69699641844935e+001dB,1.77088195556819e+002°)	(7.02703158546650e+000dB,7.44130290541544e+000°)
2.51188643150956e+002	(6.69987515462945e+001dB,1.77275922754676e+002°)	(7.04163919477914e+000dB,7.65497981050757e+000°)
2.57039578276885e+002	(6.70267842217366e+001dB,1.77451960293467e+002°)	(7.06058567934371e+000dB,7.86608874736072e+000°)
2.63026799189536e+002	(6.70540483641707e+001dB,1.77616987526336e+002°)	(7.08381723955065e+000dB,8.07235494397107e+000°)
2.69153480392690e+002	(6.70805348909924e+001dB,1.77771651013165e+002°)	(7.11125909431540e+000dB,8.27151792197793e+000°)
2.75422870333815e+002	(6.71062389300289e+001dB,1.77916565137424e+002°)	(7.14281514333027e+000dB,8.46133611989578e+000°)
2.81838293126443e+002	(6.71311593145489e+001dB,1.78052312878316e+002°)	(7.17836755700128e+000dB,8.63959210711490e+000°)
2.88403150312659e+002	(6.71552981239120e+001dB,1.78179446703954e+002°)	(7.21777630403221e+000dB,8.80409852572184e+000°)
2.95120922666637e+002	(6.71786602668293e+001dB,1.78298489556276e+002°)	(7.26087862941572e+000dB,8.95270489988309e+000°)
3.01995172040200e+002	(6.72012531042249e+001dB,1.78409935902834e+002°)	(7.30748849917121e+000dB,9.08330545387599e+000°)
3.09029543251357e+002	(6.72230861087561e+001dB,1.78514252834408e+002°)	(7.35739603208606e+000dB,9.19384807970111e+000°)
3.16227766016836e+002	(6.72441705581429e+001dB,1.78611881190817e+002°)	(7.41036694348025e+000dB,9.28234459044105e+000°)
3.23593656929626e+002	(6.72645192595863e+001dB,1.78703236700238e+002°)	(7.46614203113149e+000dB,9.34688238712519e+000°)
3.31131121482589e+002	(6.72841463026908e+001dB,1.78788711119895e+002°)	(7.52443673934518e+000dB,9.38563765111505e+000°)
3.38844156139200e+002	(6.73030668384532e+001dB,1.78868673368177e+002°)	(7.58494084327094e+000dB,9.39689015094880e+000°)
3.46736850452529e+002	(6.73212968820376e+001dB,1.78943470640153e+002°)	(7.64731830212000e+000dB,9.37903971873017e+000°)
3.54813389233573e+002	(6.73388531372041e+001dB,1.79013429500071e+002°)	(7.71120733619218e+000dB,9.33062440643542e+000°)
3.63078054770099e+002	(6.73557528404162e+001dB,1.79078856945797e+002°)	(7.77622078877648e+000dB,9.25034027340553e+000°)
3.71535229097170e+002	(6.73720136227946e+001dB,1.79140041441341e+002°)	(7.84194683885663e+000dB,9.13706268313442e+000°)
3.80189396320558e+002	(6.73876533882295e+001dB,1.79197253914600e+002°)	(7.90795013419055e+000dB,8.98986889869977e+000°)
3.89045144994278e+002	(6.74026902060979e+001dB,1.79250748718288e+002°)	(7.97377341524204e+000dB,8.80806166246334e+000°)
3.98107170553494e+002	(6.74171422171613e+001dB,1.79300764552714e+002°)	(8.03893969883091e+000dB,8.59119332835064e+000°)
4.07380277804110e+002	(6.74310275513366e+001dB,1.79347525349666e+002°)	(8.10295508382433e+000dB,8.33908998879260e+000°)
4.16869383470332e+002	(6.74443642561501e+001dB,1.79391241117124e+002°)	(8.16531223084075e+000dB,8.05187490617667e+000°)
4.26579518801589e+002	(6.74571702347857e+001dB,1.79432108744935e+002°)	(8.22549455089885e+000dB,7.72999043226077e+000°)
4.36515832240163e+002	(6.74694631927386e+001dB,1.79470312771890e+002°)	(8.28298111583343e+000dB,7.37421748319816e+000°)
4.46683592150960e+002	(6.74812605921754e+001dB,1.79506026114915e+002°)	(8.33725227435577e+000dB,6.98569155040205e+000°)
4.57088189614872e+002	(6.74925796131862e+001dB,1.79539410761282e+002°)	(8.38779592365375e+000dB,6.56591417627083e+000°)
4.67735141287195e+002	(6.75034371211914e+001dB,1.79570618424896e+002°)	(8.43411434761308e+000dB,6.11675882730175e+000°)
4.78630092322635e+002	(6.75138496398367e+001dB,1.79599791167844e+002°)	(8.47573149182139e+000dB,5.64047016287460e+000°)
4.89778819368443e+002	(6.75238333287764e+001dB,1.79627061988456e+002°)	(8.51220050447498e+000dB,5.13965583903305e+000°)
5.01187233627268e+002	(6.75334039658043e+001dB,1.79652555377185e+002°)	(8.54311133493438e+000dB,4.61727020389765e+000°)
5.12861383991361e+002	(6.75425769328449e+001dB,1.79676387841633e+002°)	(8.56809815125487e+000dB,4.07658953305567e+000°)
5.24807460249769e+002	(6.75513672053688e+001dB,1.79698668402064e+002°)	(8.58684631832492e+000dB,3.52117880948969e+000°)
5.37031796370249e+002	(6.75597893448371e+001dB,1.79719499058705e+002°)	(8.59909867265242e+000dB,2.95485044938141e+000°)
5.49540873857620e+002	(6.75678574938229e+001dB,1.79738975232148e+002°)	(8.60466084003027e+000dB,2.38161579337832e+000°)
5.62341325190345e+002	(6.75755853734882e+001dB,1.79757186178106e+002°)	(8.60340537006599e+000dB,1.80563058027564e+000°)
5.75439937337152e+002	(6.75829862831289e+001dB,1.79774215377734e+002°)	(8.59527450519541e+000dB,1.23113597233685e+000°)
5.88843655355584e+002	(6.75900731015269e+001dB,1.79790140904725e+002°)	(8.58028145956658e+000dB,6.62396968926933e-001°)
6.02559586074353e+002	(6.75968582898705e+001dB,1.79805035770297e+002°)	(8.55851015054336e+000dB,1.03640207145472e-001°)
6.16595001861477e+002	(6.76033538960292e+001dB,1.79818968247213e+002°)	(8.53011339768226e+000dB,-4.41006815036973e-001°)
6.30957344480188e+002	(6.76095715599857e+001dB,1.79832002173882e+002°)	(8.49530967476971e+000dB,-9.67573145836689e-001°)
6.45654229034650e+002	(6.76155225202491e+001dB,1.79844197239616e+002°)	(8.45437856461560e+000dB,-1.47229667799049e+000°)
6.60693448007591e+002	(6.76212176210869e+001dB,1.79855609252057e+002°)	(8.40765511868330e+000dB,-1.95166990493373e+000°)
6.76082975391976e+002	(6.76266673204335e+001dB,1.79866290387754e+002°)	(8.35552336099225e+000dB,-2.40247807486131e+000°)
6.91830970918931e+002	(6.76318816983445e+001dB,1.79876289426886e+002°)	(8.29840919632414e+000dB,-2.82182909548275e+000°)
7.07945784384132e+002	(6.76368704658840e+001dB,1.79885651973037e+002°)	(8.23677298632848e+000dB,-3.20717495191098e+000°)
7.24435960074984e+002	(6.76416429743429e+001dB,1.79894420658945e+002°)	(8.17110204544299e+000dB,-3.55632478667799e+000°)
7.41310241300911e+002	(6.76462082247014e+001dB,1.79902635339087e+002°)	(8.10190328407045e+000dB,-3.86745011999977e+000°)
7.58577575029177e+002	(6.76505748772603e+001dB,1.79910333269915e+002°)	(8.02969619272246e+000dB,-4.13908295222100e+000°)
7.76247116628685e+002	(6.76547512613743e+001dB,1.79917549278549e+002°)	(7.95500632162764e+000dB,-4.37010767600092e+000°)
7.94328234724275e+002	(6.76587453852331e+001dB,1.79924315920651e+002°)	(7.87835936887915e+000dB,-4.55974783497364e+000°)
8.12830516164092e+002	(6.76625649456435e+001dB,1.79930663628183e+002°)	(7.80027594991529e+000dB,-4.70754880555344e+000°)
8.31763771102664e+002	(6.76662173377700e+001dB,1.79936620847702e+002°)	(7.72126708412145e+000dB,-4.81335745726831e+000°)
8.51138038202369e+002	(6.76697096648041e+001dB,1.79942214169802e+002°)	(7.64183040230960e+000dB,-4.87729978009227e+000°)
8.70963589956073e+002	(6.76730487475305e+001dB,1.79947468450276e+002°)	(7.56244705273975e+000dB,-4.89975736590086e+000°)
8.91250938133738e+002	(6.76762411337690e+001dB,1.79952406923521e+002°)	(7.48357926326237e+000dB,-4.88134351102069e+000°)
9.12010839355902e+002	(6.76792931076701e+001dB,1.79957051308687e+002°)	(7.40566850318300e+000dB,-4.82287957548962e+000°)
9.33254300796983e+002	(6.76822106988498e+001dB,1.79961421909027e+002°)	(7.32913417951314e+000dB,-4.72537210585259e+000°)
9.54992586021428e+002	(6.76849996913476e+001dB,1.79965537704887e+002°)	(7.25437279821367e+000dB,-4.58999110410248e+000°)
9.77237220955802e+002	(6.76876656323979e+001dB,1.79969416440720e+002°)	(7.18175752041988e+000dB,-4.41804971424575e+000°)
9.99999999999991e+002	(6.76902138410043e+001dB,1.79973074706517e+002°)	(7.11163804590024e+000dB,-4.21098550072120e+000°)
1.02329299228075e+003	(6.76926494163097e+001dB,1.79976528013998e+002°)	(7.04434076032952e+000dB,-3.97034341079986e+000°)
1.04712854805089e+003	(6.76949772457566e+001dB,1.79979790867892e+002°)	(6.98016908851577e+000dB,-3.69776044648902e+000°)
1.07151930523760e+003	(6.76972020130322e+001dB,1.79982876832623e+002°)	(6.91940400197499e+000dB,-3.39495201968750e+000°)
1.09647819614318e+003	(6.76993282057955e+001dB,1.79985798594672e+002°)	(6.86230463590193e+000dB,-3.06369992468723e+000°)
1.12201845430195e+003	(6.77013601231849e+001dB,1.79988568020917e+002°)	(6.80910897689509e+000dB,-2.70584183492115e+000°)
1.14815362149687e+003	(6.77033018831035e+001dB,1.79991196213177e+002°)	(6.76003458900991e+000dB,-2.32326221212389e+000°)
1.17489755493952e+003	(6.77051574292848e+001dB,1.79993693559219e+002°)	(6.71527935132675e+000dB,-1.91788450516136e+000°)
1.20226443461740e+003	(6.77069305381358e+001dB,1.79996069780446e+002°)	(6.67502218517871e+000dB,-1.49166451166427e+000°)
1.23026877081237e+003	(6.77086248253627e+001dB,1.79998333976483e+002°)	(6.63942375358111e+000dB,-1.04658477526101e+000°)
1.25892541179416e+003	(6.77102437523780e+001dB,-1.79999505333152e+002°)	(6.60862711923666e+000dB,-5.84649893994446e-001°)
1.28824955169312e+003	(6.77117906324939e+001dB,-1.79997440170090e+002°)	(6.58275835047709e+000dB,-1.07882621594496e-001°)
1.31825673855640e+003	(6.77132686369039e+001dB,-1.79995463060697e+002°)	(6.56192706729313e+000dB,3.81679350829623e-001°)
1.34896288259164e+003	(6.77146808004562e+001dB,-1.79993567002044e+002°)	(6.54622692146702e+000dB,8.81986037270923e-001°)
1.38038426460287e+003	(6.77160300272240e+001dB,-1.79991745430106e+002°)	(6.53573600659938e+000dB,1.39097732105168e+000°)
1.41253754462274e+003	(6.77173190958746e+001dB,-1.79989992190028e+002°)	(6.53051719503432e+000dB,1.90658473163170e+000°)
1.44543977074591e+003	(6.77185506648444e+001dB,-1.79988301508359e+002°)	(6.53061839960048e+000dB,2.42673291839034e+000°)
1.47910838816819e+003	(6.77197272773220e+001dB,-1.79986667967078e+002°)	(6.53607275879687e+000dB,2.94934090102132e+000°)
1.51356124843619e+003	(6.77208513660463e+001dB,-1.79985086479348e+002°)	(6.54689874454903e+000dB,3.47232317196365e+000°)
1.54881661891247e+003	(6.77219252579228e+001dB,-1.79983552266829e+002°)	(6.56310019196451e+000dB,3.99359072395861e+000°)
1.58489319246110e+003	(6.77229511784646e+001dB,-1.79982060838503e+002°)	(6.58466625092661e+000dB,4.51105207448373e+000°)
1.62181009735891e+003	(6.77239312560618e+001dB,-1.79980607970862e+002°)	(6.61157125939461e+000dB,5.02261435868612e+000°)
1.65958690743754e+003	(6.77248675260857e+001dB,-1.79979189689404e+002°)	(6.64377453884790e+000dB,5.52618456476437e+000°)
1.69824365246173e+003	(6.77257619348317e+001dB,-1.79977802251332e+002°)	(6.68122011244384e+000dB,6.01967098798557e+000°)
1.73780082874936e+003	(6.77266163433068e+001dB,-1.79976442129391e+002°)	(6.72383634712685e+000dB,6.50098498418483e+000°)
1.77827941003891e+003	(6.77274325308668e+001dB,-1.79975105996743e+002°)	(6.77153552163251e+000dB,6.96804310907039e+000°)
1.81970085860997e+003	(6.77282121987074e+001dB,-1.79973790712847e+002°)	(6.82421332323177e+000dB,7.41876973577394e+000°)
1.86208713666285e+003	(6.77289569732150e+001dB,-1.79972493310238e+002°)	(6.88174827751451e+000dB,7.85110025047104e+000°)
1.90546071796323e+003	(6.77296684091815e+001dB,-1.79971210982181e+002°)	(6.94400111715524e+000dB,8.26298493331024e+000°)
1.94984459975803e+003	(6.77303479928886e+001dB,-1.79969941071116e+002°)	(7.01081409772817e+000dB,8.65239363910175e+000°)
1.99526231496886e+003	(6.77309971450648e+001dB,-1.79968681057849e+002°)	(7.08201027149155e+000dB,9.01732139920565e+000°)
2.04173794466951e+003	(6.77316172237218e+001dB,-1.79967428551452e+002°)	(7.15739273309163e+000dB,9.35579507076010e+000°)
2.08929613085402e+003	(6.77322095268725e+001dB,-1.79966181279797e+002°)	(7.23674385523929e+000dB,9.66588116290457e+000°)
2.13796208950221e+003	(6.77327752951373e+001dB,-1.79964937080715e+002°)	(7.31982453689206e+000dB,9.94569496842213e+000°)
2.18776162394953e+003	(6.77333157142403e+001dB,-1.79963693893705e+002°)	(7.40637349149007e+000dB,1.01934111240263e+001°)
2.23872113856832e+003	(6.77338319174026e+001dB,-1.79962449752185e+002°)	(7.49610660874072e+000dB,1.04072757106719e+001°)
2.29086765276775e+003	(6.77343249876336e+001dB,-1.79961202776226e+002°)	(7.58871642960785e+000dB,1.05856199855168e+001°)
2.34422881531990e+003	(6.77347959599267e+001dB,-1.79959951165754e+002°)	(7.68387178069713e+000dB,1.07268758070625e+001°)
2.39883291901947e+003	(6.77352458233614e+001dB,-1.79958693194170e+002°)	(7.78121762077807e+000dB,1.08295927743821e+001°)
2.45470891568501e+003	(6.77356755231172e+001dB,-1.79957427202383e+002°)	(7.88037515868255e+000dB,1.08924570457211e+001°)
2.51188643150955e+003	(6.77360859624005e+001dB,-1.79956151593200e+002°)	(7.98094230687270e+000dB,1.09143117327510e+001°)
2.57039578276884e+003	(6.77364780042909e+001dB,-1.79954864826080e+002°)	(8.08249453951600e+000dB,1.08941786815887e+001°)
2.63026799189535e+003	(6.77368524735069e+001dB,-1.79953565412195e+002°)	(8.18458622530637e+000dB,1.08312813508660e+001°)
2.69153480392689e+003	(6.77372101580974e+001dB,-1.79952251909806e+002°)	(8.28675250453200e+000dB,1.07250683825326e+001°)
2.75422870333814e+003	(6.77375518110596e+001dB,-1.79950922919909e+002°)	(8.38851177475811e+000dB,1.05752373355728e+001°)
2.81838293126442e+003	(6.77378781518876e+001dB,-1.79949577082150e+002°)	(8.48936883979104e+000dB,1.03817579208498e+001°)
2.88403150312658e+003	(6.77381898680542e+001dB,-1.79948213070980e+002°)	(8.58881876146763e+000dB,1.01448939453356e+001°)
2.95120922666635e+003	(6.77384876164286e+001dB,-1.79946829592036e+002°)	(8.68635143253433e+000dB,9.86522305396561e+000°)
3.01995172040198e+003	(6.77387720246331e+001dB,-1.79945425378732e+002°)	(8.78145686144557e+000dB,9.54365326176709e+000°)
3.09029543251356e+003	(6.77390436923402e+001dB,-1.79943999189051e+002°)	(8.87363112668599e+000dB,9.18143520719679e+000°)
3.16227766016835e+003	(6.77393031925145e+001dB,-1.79942549802512e+002°)	(8.96238292028705e+000dB,8.78016904730890e+000°)
3.23593656929625e+003	(6.77395510725997e+001dB,-1.79941076017312e+002°)	(9.04724055901412e+000dB,8.34180496638784e+000°)
3.31131121482588e+003	(6.77397878556545e+001dB,-1.79939576647621e+002°)	(9.12775930025284e+000dB,7.86863639446267e+000°)
3.38844156139199e+003	(6.77400140414385e+001dB,-1.79938050521026e+002°)	(9.20352876079194e+000dB,7.36328523235235e+000°)
3.46736850452528e+003	(6.77402301074517e+001dB,-1.79936496476111e+002°)	(9.27418020401712e+000dB,6.82867865920436e+000°)
3.54813389233572e+003	(6.77404365099273e+001dB,-1.79934913360160e+002°)	(9.33939343857880e+000dB,6.26801744313775e+000°)
3.63078054770097e+003	(6.77406336847826e+001dB,-1.79933300026977e+002°)	(9.39890306239231e+000dB,5.68473606950254e+000°)
3.71535229097168e+003	(6.77408220485271e+001dB,-1.79931655334815e+002°)	(9.45250379249783e+000dB,5.08245541945904e+000°)
3.80189396320557e+003	(6.77410019991318e+001dB,-1.79929978144407e+002°)	(9.50005464527357e+000dB,4.46492914165753e+000°)
3.89045144994276e+003	(6.77411739168597e+001dB,-1.79928267317085e+002°)	(9.54148177212860e+000dB,3.83598522551542e+000°)
3.98107170553493e+003	(6.77413381650609e+001dB,-1.79926521712986e+002°)	(9.57677981105546e+000dB,3.19946457838999e+000°)
4.07380277804108e+003	(6.77414950909316e+001dB,-1.79924740189340e+002°)	(9.60601168072072e+000dB,2.55915859417033e+000°)
4.16869383470331e+003	(6.77416450262414e+001dB,-1.79922921598827e+002°)	(9.62930681574070e+000dB,1.91874776911247e+000°)
4.26579518801588e+003	(6.77417882880272e+001dB,-1.79921064787999e+002°)	(9.64685791378303e+000dB,1.28174335731092e+000°)
4.36515832240161e+003	(6.77419251792577e+001dB,-1.79919168595771e+002°)	(9.65891633166501e+000dB,6.51433873204834e-001°)
4.46683592150958e+003	(6.77420559894688e+001dB,-1.79917231851960e+002°)	(9.66578632307700e+000dB,3.08379610376634e-002°)
4.57088189614870e+003	(6.77421809953701e+001dB,-1.79915253375882e+002°)	(9.66781835159621e+000dB,-5.77335214992363e-001°)
4.67735141287193e+003	(6.77423004614262e+001dB,-1.79913231974989e+002°)	(9.66540173691735e+000dB,-1.17071731369604e+000°)
4.78630092322633e+003	(6.77424146404115e+001dB,-1.79911166443557e+002°)	(9.65895689917466e+000dB,-1.74730356435180e+000°)
4.89778819368441e+003	(6.77425237739414e+001dB,-1.79909055561405e+002°)	(9.64892745732459e+000dB,-2.30546698390521e+000°)
5.01187233627267e+003	(6.77426280929799e+001dB,-1.79906898092655e+002°)	(9.63577241519648e+000dB,-2.84396447418478e+000°)
5.12861383991359e+003	(6.77427278183249e+001dB,-1.79904692784519e+002°)	(9.61995863617332e+000dB,-3.36193548741946e+000°)
5.24807460249767e+003	(6.77428231610725e+001dB,-1.79902438366118e+002°)	(9.60195376864704e+000dB,-3.85889415015301e+000°)
5.37031796370247e+003	(6.77429143230617e+001dB,-1.79900133547320e+002°)	(9.58221974266132e+000dB,-4.33471585750912e+000°)
5.49540873857618e+003	(6.77430014972983e+001dB,-1.79897777017611e+002°)	(9.56120691692070e+000dB,-4.78961940117404e+000°)
5.62341325190343e+003	(6.77430848683616e+001dB,-1.79895367444970e+002°)	(9.53934891721259e+000dB,-5.22414567925452e+000°)
5.75439937337150e+003	(6.77431646127933e+001dB,-1.79892903474778e+002°)	(9.51705817361838e+000dB,-5.63913397314954e+000°)
5.88843655355582e+003	(6.77432408994689e+001dB,-1.79890383728726e+002°)	(9.49472213675280e+000dB,-6.03569667403065e+000°)
6.02559586074351e+003	(6.77433138899538e+001dB,-1.79887806803743e+002°)	(9.47270013160027e+000dB,-6.41519321768012e+000°)
6.16595001861475e+003	(6.77433837388441e+001dB,-1.79885171270935e+002°)	(9.45132079277183e+000dB,-6.77920384774182e+000°)
6.30957344480186e+003	(6.77434505940920e+001dB,-1.79882475674525e+002°)	(9.43088001539986e+000dB,-7.12950368925479e+000°)
6.45654229034648e+003	(6.77435145973183e+001dB,-1.79879718530806e+002°)	(9.41163935170264e+000dB,-7.46803747867657e+000°)
6.60693448007588e+003	(6.77435758841110e+001dB,-1.79876898327092e+002°)	(9.39382478274771e+000dB,-7.79689517390511e+000°)
6.76082975391974e+003	(6.77436345843113e+001dB,-1.79874013520674e+002°)	(9.37762579828691e+000dB,-8.11828855547822e+000°)
6.91830970918928e+003	(6.77436908222877e+001dB,-1.79871062537778e+002°)	(9.36319472286585e+000dB,-8.43452883673014e+000°)
7.07945784384129e+003	(6.77437447171988e+001dB,-1.79868043772516e+002°)	(9.35064623417549e+000dB,-8.74800521924383e+000°)
7.24435960074981e+003	(6.77437963832447e+001dB,-1.79864955585840e+002°)	(9.34005702811714e+000dB,-9.06116426736157e+000°)
7.41310241300908e+003	(6.77438459299080e+001dB,-1.79861796304489e+002°)	(9.33146559501264e+000dB,-9.37648992460611e+000°)
7.58577575029174e+003	(6.77438934621857e+001dB,-1.79858564219932e+002°)	(9.32487208144528e+000dB,-9.69648395982665e+000°)
7.76247116628682e+003	(6.77439390808103e+001dB,-1.79855257587298e+002°)	(9.32023822282558e+000dB,-1.00236466072486e+001°)
7.94328234724272e+003	(6.77439828824635e+001dB,-1.79851874624307e+002°)	(9.31748734266636e+000dB,-1.03604571538781e+001°)
8.12830516164089e+003	(6.77440249599797e+001dB,-1.79848413510184e+002°)	(9.31650442524765e+000dB,-1.07093542287652e+001°)
8.31763771102661e+003	(6.77440654025432e+001dB,-1.79844872384563e+002°)	(9.31713627915026e+000dB,-1.10727155609210e+001°)
8.51138038202366e+003	(6.77441042958759e+001dB,-1.79841249346384e+002°)	(9.31919181982879e+000dB,-1.14528369986440e+001°)
8.70963589956070e+003	(6.77441417224193e+001dB,-1.79837542452769e+002°)	(9.32244250967477e+000dB,-1.18519106208106e+001°)
8.91250938133734e+003	(6.77441777615083e+001dB,-1.79833749717888e+002°)	(9.32662300350747e+000dB,-1.22720018233223e+001°)
9.12010839355898e+003	(6.77442124895395e+001dB,-1.79829869111811e+002°)	(9.33143205655620e+000dB,-1.27150253317945e+001°)
9.33254300796979e+003	(6.77442459801328e+001dB,-1.79825898559339e+002°)	(9.33653375893105e+000dB,-1.31827201746383e+001°)
9.54992586021424e+003	(6.77442783042867e+001dB,-1.79821835938820e+002°)	(9.34155916621114e+000dB,-1.36766237507329e+001°)
9.77237220955798e+003	(6.77443095305291e+001dB,-1.79817679080944e+002°)	(9.34610839831627e+000dB,-1.41980452409268e+001°)
9.99999999999987e+003	(6.77443397250622e+001dB,-1.79813425767524e+002°)	(9.34975327793970e+000dB,-1.47480387415461e+001°)
1.02329299228074e+004	(6.77443689519025e+001dB,-1.79809073730250e+002°)	(9.35204057447305e+000dB,-1.53273766365989e+001°)
1.04712854805089e+004	(6.77443972730166e+001dB,-1.79804620649422e+002°)	(9.35249590891977e+000dB,-1.59365238685071e+001°)
1.07151930523759e+004	(6.77444247484520e+001dB,-1.79800064152662e+002°)	(9.35062835875443e+000dB,-1.65756139064134e+001°)
1.09647819614317e+004	(6.77444514364646e+001dB,-1.79795401813608e+002°)	(9.34593577877617e+000dB,-1.72444273355719e+001°)
1.12201845430195e+004	(6.77444773936420e+001dB,-1.79790631150568e+002°)	(9.33791082472094e+000dB,-1.79423740898420e+001°)
1.14815362149687e+004	(6.77445026750232e+001dB,-1.79785749625167e+002°)	(9.32604763119654e+000dB,-1.86684804069633e+001°)
1.17489755493951e+004	(6.77445273342154e+001dB,-1.79780754640953e+002°)	(9.30984905552936e+000dB,-1.94213815889309e+001°)
1.20226443461740e+004	(6.77445514235073e+001dB,-1.79775643541983e+002°)	(9.28883435663699e+000dB,-2.01993215860134e+001°)
1.23026877081237e+004	(6.77445749939803e+001dB,-1.79770413611378e+002°)	(9.26254713551138e+000dB,-2.10001602817048e+001°)
1.25892541179415e+004	(6.77445980956160e+001dB,-1.79765062069853e+002°)	(9.23056332498483e+000dB,-2.18213891341346e+001°)
1.28824955169312e+004	(6.77446207774028e+001dB,-1.79759586074207e+002°)	(9.19249898481009e+000dB,-2.26601555304713e+001°)
1.31825673855639e+004	(6.77446430874395e+001dB,-1.79753982715793e+002°)	(9.14801763757598e+000dB,-2.35132958450288e+001°)
1.34896288259164e+004	(6.77446650730369e+001dB,-1.79748249018951e+002°)	(9.09683687488771e+000dB,-2.43773767810280e+001°)
1.38038426460287e+004	(6.77446867808185e+001dB,-1.79742381939404e+002°)	(9.03873397398051e+000dB,-2.52487441470175e+001°)
1.41253754462274e+004	(6.77447082568190e+001dB,-1.79736378362629e+002°)	(8.97355029341977e+000dB,-2.61235778069775e+001°)
1.44543977074591e+004	(6.77447295465819e+001dB,-1.79730235102181e+002°)	(8.90119426189397e+000dB,-2.69979511818696e+001°)
1.47910838816819e+004	(6.77447506952562e+001dB,-1.79723948897997e+002°)	(8.82164283391060e+000dB,-2.78678934057407e+001°)
1.51356124843619e+004	(6.77447717476920e+001dB,-1.79717516414645e+002°)	(8.73494135589737e+000dB,-2.87294520749214e+001°)
1.54881661891246e+004	(6.77447927485353e+001dB,-1.79710934239550e+002°)	(8.64120186073278e+000dB,-2.95787544945443e+001°)
1.58489319246109e+004	(6.77448137423230e+001dB,-1.79704198881174e+002°)	(8.54059988167157e+000dB,-3.04120654219859e+001°)
1.62181009735891e+004	(6.77448347735772e+001dB,-1.79697306767155e+002°)	(8.43336994249639e+000dB,-3.12258395266240e+001°)
1.65958690743754e+004	(6.77448558868994e+001dB,-1.79690254242408e+002°)	(8.31979993427088e+000dB,-3.20167671031711e+001°)
1.69824365246172e+004	(6.77448771270651e+001dB,-1.79683037567185e+002°)	(8.20022462699538e+000dB,-3.27818119671253e+001°)
