time,V(vin),V(vout)
2.350967529605246e-003,1.000000e+000,-1.104802e-002
2.361221435855246e-003,1.000000e+000,-1.042089e-002
2.371475342105245e-003,1.000000e+000,-9.635072e-003
2.381729248355245e-003,1.000000e+000,-8.709224e-003
2.391983154605244e-003,1.000000e+000,-7.663813e-003
2.402237060855244e-003,1.000000e+000,-6.520691e-003
2.412490967105243e-003,1.000000e+000,-5.302679e-003
2.422744873355243e-003,1.000000e+000,-4.033143e-003
2.432998779605242e-003,1.000000e+000,-2.735574e-003
2.443252685855242e-003,1.000000e+000,-1.433182e-003
2.453506592105241e-003,1.000000e+000,-1.485044e-004
2.460342529605241e-003,1.000000e+000,6.874360e-004
2.467178467105241e-003,1.000000e+000,1.499875e-003
2.474014404605240e-003,1.000000e+000,2.283081e-003
2.484268310855240e-003,1.000000e+000,3.391409e-003
2.494522217105240e-003,1.000000e+000,4.405426e-003
2.504776123355239e-003,1.000000e+000,5.310775e-003
2.515030029605239e-003,1.000000e+000,6.095431e-003
2.525283935855238e-003,1.000000e+000,6.749834e-003
2.535537842105238e-003,1.000000e+000,7.266976e-003
2.545791748355237e-003,1.000000e+000,7.642434e-003
2.556045654605237e-003,1.000000e+000,7.874361e-003
2.566299560855236e-003,1.000000e+000,7.963440e-003
2.576553467105236e-003,1.000000e+000,7.912786e-003
2.586807373355235e-003,1.000000e+000,7.727813e-003
2.597061279605235e-003,1.000000e+000,7.416066e-003
2.607315185855234e-003,1.000000e+000,6.987027e-003
2.617569092105234e-003,1.000000e+000,6.451880e-003
2.627822998355233e-003,1.000000e+000,5.823274e-003
2.638076904605233e-003,1.000000e+000,5.115048e-003
2.648330810855232e-003,1.000000e+000,4.341963e-003
2.658584717105232e-003,1.000000e+000,3.519412e-003
2.668838623355231e-003,1.000000e+000,2.663139e-003
2.679092529605231e-003,1.000000e+000,1.788955e-003
2.689346435855230e-003,1.000000e+000,9.124639e-004
2.699600342105230e-003,1.000000e+000,4.880307e-005
2.709854248355229e-003,1.000000e+000,-7.876034e-004
2.720108154605229e-003,1.000000e+000,-1.583269e-003
2.730362060855229e-003,1.000000e+000,-2.325845e-003
2.740615967105228e-003,1.000000e+000,-3.004298e-003
2.750869873355228e-003,1.000000e+000,-3.609054e-003
2.761123779605227e-003,1.000000e+000,-4.132118e-003
2.771377685855227e-003,1.000000e+000,-4.567156e-003
2.781631592105226e-003,1.000000e+000,-4.909557e-003
2.791885498355226e-003,1.000000e+000,-5.156447e-003
2.802139404605225e-003,1.000000e+000,-5.306692e-003
2.812393310855225e-003,1.000000e+000,-5.360851e-003
2.822647217105224e-003,1.000000e+000,-5.321118e-003
2.832901123355224e-003,1.000000e+000,-5.191228e-003
2.843155029605223e-003,1.000000e+000,-4.976348e-003
2.853408935855223e-003,1.000000e+000,-4.682930e-003
2.863662842105222e-003,1.000000e+000,-4.318574e-003
2.873916748355222e-003,1.000000e+000,-3.891845e-003
2.884170654605221e-003,1.000000e+000,-3.412106e-003
2.894424560855221e-003,1.000000e+000,-2.889323e-003
2.904678467105220e-003,1.000000e+000,-2.333881e-003
2.914932373355220e-003,1.000000e+000,-1.756386e-003
2.919815185855220e-003,1.000000e+000,-1.473981e-003
2.924697998355219e-003,1.000000e+000,-1.192897e-003
2.929580810855219e-003,1.000000e+000,-9.131337e-004
2.934463623355219e-003,1.000000e+000,-6.346906e-004
2.939346435855219e-003,1.000000e+000,-3.575682e-004
2.944229248355218e-003,1.000000e+000,-8.176621e-005
2.949112060855218e-003,1.000000e+000,1.927152e-004
2.959365967105218e-003,1.000000e+000,7.460265e-004
2.969619873355217e-003,1.000000e+000,1.268534e-003
2.979873779605217e-003,1.000000e+000,1.752261e-003
2.990127685855216e-003,1.000000e+000,2.190155e-003
3.000381592105216e-003,1.000000e+000,2.576182e-003
3.010635498355215e-003,1.000000e+000,2.905396e-003
3.020889404605215e-003,1.000000e+000,3.173986e-003
3.031143310855214e-003,1.000000e+000,3.379308e-003
3.041397217105214e-003,1.000000e+000,3.519892e-003
3.051651123355214e-003,1.000000e+000,3.595426e-003
3.061905029605213e-003,1.000000e+000,3.606727e-003
3.072158935855213e-003,1.000000e+000,3.555692e-003
3.082412842105212e-003,1.000000e+000,3.445222e-003
3.092666748355212e-003,1.000000e+000,3.279150e-003
3.100479248355211e-003,1.000000e+000,3.111122e-003
3.108291748355211e-003,1.000000e+000,2.922747e-003
3.116104248355210e-003,1.000000e+000,2.714025e-003
3.123916748355210e-003,1.000000e+000,2.484955e-003
3.131729248355210e-003,1.000000e+000,2.235539e-003
3.139541748355209e-003,1.000000e+000,1.965775e-003
3.147354248355209e-003,1.000000e+000,1.675664e-003
3.153213623355209e-003,1.000000e+000,1.453718e-003
3.159072998355209e-003,1.000000e+000,1.230928e-003
3.164932373355208e-003,1.000000e+000,1.007295e-003
3.170791748355208e-003,1.000000e+000,7.828181e-004
3.176651123355208e-003,1.000000e+000,5.574984e-004
3.182510498355207e-003,1.000000e+000,3.313354e-004
3.188369873355207e-003,1.000000e+000,1.043291e-004
3.194717529605207e-003,1.000000e+000,-1.372318e-004
3.201065185855207e-003,1.000000e+000,-3.697458e-004
3.207412842105206e-003,1.000000e+000,-5.932130e-004
3.213760498355206e-003,1.000000e+000,-8.076333e-004
3.220108154605206e-003,1.000000e+000,-1.013007e-003
3.226455810855206e-003,1.000000e+000,-1.209333e-003
3.232803467105205e-003,1.000000e+000,-1.396613e-003
3.243057373355205e-003,1.000000e+000,-1.666365e-003
3.253311279605204e-003,1.000000e+000,-1.898700e-003
3.263565185855204e-003,1.000000e+000,-2.090845e-003
3.273819092105203e-003,1.000000e+000,-2.240804e-003
3.284072998355203e-003,1.000000e+000,-2.347370e-003
3.294326904605202e-003,1.000000e+000,-2.410125e-003
3.304580810855202e-003,1.000000e+000,-2.429415e-003
3.313369873355201e-003,1.000000e+000,-2.407401e-003
3.322158935855201e-003,1.000000e+000,-2.359813e-003
3.330947998355201e-003,1.000000e+000,-2.286651e-003
3.339737060855200e-003,1.000000e+000,-2.187916e-003
3.348526123355199e-003,1.000000e+000,-2.063607e-003
3.357315185855199e-003,1.000000e+000,-1.913725e-003
3.366104248355199e-003,1.000000e+000,-1.738269e-003
