7079.5,-16.135,-14.726,-15.944,-16.038,-15.526,-15.882,-16.708,-16.401,-15.774,-16.423,-85.615,-84.831,-85.464,-85.585,-85.521,-85.862,-85.58,-85.383,-85.751
7244.4,-16.373,-14.963,-16.179,-16.273,-15.76,-16.115,-16.943,-16.631,-16.009,-16.654,-85.736,-84.973,-85.588,-85.705,-85.642,-85.974,-85.698,-85.509,-85.865
7413.1,-16.609,-15.198,-16.413,-16.507,-15.992,-16.345,-17.176,-16.86,-16.242,-16.883,-85.853,-85.11,-85.707,-85.821,-85.758,-86.083,-85.812,-85.63,-85.975
7585.8,-16.843,-15.431,-16.644,-16.739,-16.223,-16.574,-17.407,-17.087,-16.474,-17.111,-85.965,-85.242,-85.822,-85.934,-85.871,-86.189,-85.922,-85.747,-86.082
7762.5,-17.076,-15.663,-16.875,-16.969,-16.453,-16.802,-17.637,-17.313,-16.704,-17.338,-86.074,-85.37,-85.934,-86.043,-85.981,-86.29,-86.029,-85.861,-86.185
7943.3,-17.307,-15.893,-17.103,-17.198,-16.681,-17.029,-17.866,-17.538,-16.933,-17.563,-86.18,-85.493,-86.042,-86.148,-86.087,-86.389,-86.133,-85.971,-86.285
8128.3,-17.536,-16.122,-17.331,-17.425,-16.908,-17.254,-18.093,-17.761,-17.16,-17.787,-86.282,-85.613,-86.147,-86.25,-86.189,-86.485,-86.233,-86.077,-86.382
8317.6,-17.764,-16.35,-17.557,-17.652,-17.133,-17.478,-18.319,-17.984,-17.386,-18.01,-86.381,-85.729,-86.248,-86.349,-86.289,-86.577,-86.331,-86.181,-86.476
8511.4,-17.991,-16.576,-17.782,-17.877,-17.357,-17.701,-18.544,-18.205,-17.611,-18.232,-86.476,-85.841,-86.347,-86.445,-86.385,-86.667,-86.426,-86.281,-86.567
8709.6,-18.216,-16.801,-18.005,-18.1,-17.581,-17.923,-18.767,-18.426,-17.834,-18.453,-86.569,-85.95,-86.442,-86.538,-86.479,-86.754,-86.518,-86.378,-86.656
8912.5,-18.441,-17.025,-18.228,-18.323,-17.803,-18.143,-18.99,-18.645,-18.057,-18.672,-86.659,-86.056,-86.534,-86.628,-86.57,-86.839,-86.607,-86.472,-86.742
9120.1,-18.664,-17.247,-18.449,-18.545,-18.024,-18.363,-19.211,-18.864,-18.278,-18.891,-86.747,-86.159,-86.624,-86.716,-86.658,-86.921,-86.694,-86.563,-86.826
9332.5,-18.886,-17.469,-18.67,-18.765,-18.243,-18.582,-19.431,-19.081,-18.498,-19.109,-86.831,-86.258,-86.712,-86.801,-86.744,-87.001,-86.778,-86.652,-86.907
9549.9,-19.107,-17.689,-18.889,-18.985,-18.463,-18.8,-19.651,-19.298,-18.718,-19.327,-86.914,-86.355,-86.796,-86.884,-86.828,-87.078,-86.86,-86.738,-86.986
9772.4,-19.326,-17.909,-19.108,-19.204,-18.681,-19.017,-19.869,-19.514,-18.936,-19.543,-86.994,-86.449,-86.879,-86.964,-86.909,-87.154,-86.94,-86.822,-87.063
10000,-19.546,-18.128,-19.326,-19.421,-18.898,-19.234,-20.087,-19.729,-19.154,-19.759,-87.072,-86.54,-86.959,-87.042,-86.988,-87.227,-87.017,-86.904,-87.138
