Freq.	V(vo3)
3.54813389233572e+003	(-7.80689119593142e+000dB,-1.68384766762890e+002°)
3.63078054770097e+003	(-7.80508454324886e+000dB,-1.67555206539807e+002°)
3.71535229097168e+003	(-7.79532417161746e+000dB,-1.66710375831966e+002°)
3.80189396320557e+003	(-7.77742863295034e+000dB,-1.65854564206056e+002°)
3.89045144994276e+003	(-7.75128494159726e+000dB,-1.64992165569799e+002°)
3.98107170553493e+003	(-7.71685020505797e+000dB,-1.64127617781792e+002°)
4.07380277804108e+003	(-7.67415172206988e+000dB,-1.63265341153948e+002°)
4.16869383470331e+003	(-7.62328554449326e+000dB,-1.62409677882955e+002°)
4.26579518801588e+003	(-7.56441357107232e+000dB,-1.61564834390090e+002°)
4.36515832240161e+003	(-7.49775930739768e+000dB,-1.60734828370129e+002°)
4.46683592150958e+003	(-7.42360248216893e+000dB,-1.59923442067352e+002°)
4.57088189614870e+003	(-7.34227275132012e+000dB,-1.59134182936761e+002°)
4.67735141287193e+003	(-7.25414274649693e+000dB,-1.58370252444189e+002°)
4.78630092322633e+003	(-7.15962073227332e+000dB,-1.57634523344080e+002°)
4.89778819368441e+003	(-7.05914312849359e+000dB,-1.56929525380001e+002°)
5.01187233627267e+003	(-6.95316713265066e+000dB,-1.56257439006353e+002°)
5.12861383991359e+003	(-6.84216364555011e+000dB,-1.55620096448518e+002°)
5.24807460249767e+003	(-6.72661066532476e+000dB,-1.55018989212700e+002°)
5.37031796370247e+003	(-6.60698727375565e+000dB,-1.54455281027844e+002°)
5.49540873857618e+003	(-6.48376829801430e+000dB,-1.53929825145580e+002°)
5.62341325190343e+003	(-6.35741969291776e+000dB,-1.53443184930412e+002°)
5.75439937337150e+003	(-6.22839465539425e+000dB,-1.52995656729049e+002°)
5.88843655355582e+003	(-6.09713045516514e+000dB,-1.52587294101106e+002°)
6.02559586074351e+003	(-5.96404594407606e+000dB,-1.52217932610389e+002°)
6.16595001861475e+003	(-5.82953969094050e+000dB,-1.51887214504686e+002°)
6.30957344480186e+003	(-5.69398867869797e+000dB,-1.51594612742830e+002°)
6.45654229034648e+003	(-5.55774749539517e+000dB,-1.51339453953252e+002°)
6.60693448007588e+003	(-5.42114794912043e+000dB,-1.51120940023170e+002°)
6.76082975391974e+003	(-5.28449903867766e+000dB,-1.50938168118716e+002°)
6.91830970918928e+003	(-5.14808721565764e+000dB,-1.50790149022228e+002°)
7.07945784384129e+003	(-5.01217687891261e+000dB,-1.50675823743384e+002°)
7.24435960074981e+003	(-4.87701104865630e+000dB,-1.50594078416531e+002°)
7.41310241300908e+003	(-4.74281217399888e+000dB,-1.50543757538808e+002°)
7.58577575029174e+003	(-4.60978303431255e+000dB,-1.50523675634073e+002°)
7.76247116628682e+003	(-4.47810770113735e+000dB,-1.50532627448131e+002°)
7.94328234724272e+003	(-4.34795253319807e+000dB,-1.50569396792935e+002°)
8.12830516164089e+003	(-4.21946718240468e+000dB,-1.50632764163091e+002°)
8.31763771102661e+003	(-4.09278559339558e+000dB,-1.50721513248609e+002°)
8.51138038202366e+003	(-3.96802698324959e+000dB,-1.50834436464638e+002°)
8.70963589956070e+003	(-3.84529679145243e+000dB,-1.50970339613076e+002°)
8.91250938133734e+003	(-3.72468759310208e+000dB,-1.51128045783303e+002°)
9.12010839355898e+003	(-3.60627997071812e+000dB,-1.51306398590578e+002°)
9.33254300796979e+003	(-3.49014334194542e+000dB,-1.51504264841421e+002°)
9.54992586021424e+003	(-3.37633674196557e+000dB,-1.51720536705989e+002°)
9.77237220955798e+003	(-3.26490956060817e+000dB,-1.51954133468346e+002°)
9.99999999999987e+003	(-3.15590223504298e+000dB,-1.52204002916902e+002°)
1.02329299228074e+004	(-3.04934689957623e+000dB,-1.52469122429161e+002°)
1.04712854805089e+004	(-2.94526799451950e+000dB,-1.52748499797527e+002°)
1.07151930523759e+004	(-2.84368283638147e+000dB,-1.53041173836191e+002°)
1.09647819614317e+004	(-2.74460215178526e+000dB,-1.53346214803095e+002°)
1.12201845430195e+004	(-2.64803057756639e+000dB,-1.53662724665679e+002°)
1.14815362149687e+004	(-2.55396712948198e+000dB,-1.53989837234463e+002°)
1.17489755493951e+004	(-2.46240564187947e+000dB,-1.54326718184500e+002°)
1.20226443461740e+004	(-2.37333518055144e+000dB,-1.54672564981296e+002°)
1.23026877081237e+004	(-2.28674043085488e+000dB,-1.55026606724876e+002°)
1.25892541179415e+004	(-2.20260206300701e+000dB,-1.55388103923231e+002°)
1.28824955169312e+004	(-2.12089707629937e+000dB,-1.55756348204342e+002°)
1.31825673855639e+004	(-2.04159912379791e+000dB,-1.56130661974344e+002°)
1.34896288259164e+004	(-1.96467881892957e+000dB,-1.56510398028015e+002°)
1.38038426460287e+004	(-1.89010402519643e+000dB,-1.56894939116746e+002°)
1.41253754462274e+004	(-1.81784013010868e+000dB,-1.57283697478272e+002°)
1.44543977074591e+004	(-1.74785030429376e+000dB,-1.57676114331856e+002°)
1.47910838816819e+004	(-1.68009574661585e+000dB,-1.58071659342082e+002°)
1.51356124843619e+004	(-1.61453591603214e+000dB,-1.58469830054117e+002°)
1.54881661891246e+004	(-1.55112875081977e+000dB,-1.58870151303016e+002°)
1.58489319246109e+004	(-1.48983087572607e+000dB,-1.59272174599515e+002°)
1.62181009735891e+004	(-1.43059779752845e+000dB,-1.59675477494632e+002°)
1.65958690743754e+004	(-1.37338408943513e+000dB,-1.60079662925349e+002°)
1.69824365246172e+004	(-1.31814356471309e+000dB,-1.60484358543616e+002°)
1.73780082874935e+004	(-1.26482943989584e+000dB,-1.60889216030911e+002°)
1.77827941003890e+004	(-1.21339448789733e+000dB,-1.61293910400584e+002°)
1.81970085860996e+004	(-1.16379118133950e+000dB,-1.61698139290222e+002°)
1.86208713666284e+004	(-1.11597182638866e+000dB,-1.62101622246250e+002°)
1.90546071796322e+004	(-1.06988868738911e+000dB,-1.62504100002988e+002°)
1.94984459975802e+004	(-1.02549410257802e+000dB,-1.62905333758351e+002°)
1.99526231496885e+004	(-9.82740591166812e-001dB,-1.63305104448336e+002°)
2.04173794466950e+004	(-9.41580952075208e-001dB,-1.63703212022396e+002°)
2.08929613085401e+004	(-9.01968354609003e-001dB,-1.64099474721738e+002°)
2.13796208950220e+004	(-8.63856421376303e-001dB,-1.64493728362483e+002°)
2.18776162394952e+004	(-8.27199303742491e-001dB,-1.64885825625566e+002°)
2.23872113856831e+004	(-7.91951750128829e-001dB,-1.65275635355126e+002°)
2.29086765276774e+004	(-7.58069167464294e-001dB,-1.65663041867026e+002°)
2.34422881531989e+004	(-7.25507676102814e-001dB,-1.66047944269053e+002°)
2.39883291901946e+004	(-6.94224158522413e-001dB,-1.66430255794183e+002°)
2.45470891568500e+004	(-6.64176302121957e-001dB,-1.66809903148189e+002°)
2.51188643150954e+004	(-6.35322636433419e-001dB,-1.67186825872750e+002°)
2.57039578276883e+004	(-6.07622565064811e-001dB,-1.67560975725057e+002°)
2.63026799189534e+004	(-5.81036392687406e-001dB,-1.67932316074813e+002°)
2.69153480392688e+004	(-5.55525347376648e-001dB,-1.68300821319373e+002°)
2.75422870333813e+004	(-5.31051598611251e-001dB,-1.68666476317657e+002°)
2.81838293126441e+004	(-5.07578271228904e-001dB,-1.69029275843344e+002°)
2.88403150312656e+004	(-4.85069455629706e-001dB,-1.69389224057741e+002°)
2.95120922666634e+004	(-4.63490214510352e-001dB,-1.69746334002621e+002°)
3.01995172040197e+004	(-4.42806586403295e-001dB,-1.70100627113190e+002°)
3.09029543251354e+004	(-4.22985586284960e-001dB,-1.70452132751297e+002°)
3.16227766016833e+004	(-4.03995203507736e-001dB,-1.70800887758863e+002°)
3.23593656929623e+004	(-3.85804397298704e-001dB,-1.71146936031460e+002°)
3.31131121482586e+004	(-3.68383090057897e-001dB,-1.71490328111871e+002°)
3.38844156139197e+004	(-3.51702158677225e-001dB,-1.71831120803420e+002°)
3.46736850452526e+004	(-3.35733424089597e-001dB,-1.72169376802777e+002°)
3.54813389233570e+004	(-3.20449639246702e-001dB,-1.72505164351909e+002°)
3.63078054770096e+004	(-3.05824475712449e-001dB,-1.72838556908790e+002°)
3.71535229097167e+004	(-2.91832509047099e-001dB,-1.73169632836462e+002°)
3.80189396320555e+004	(-2.78449203147087e-001dB,-1.73498475109967e+002°)
3.89045144994275e+004	(-2.65650893693662e-001dB,-1.73825171040699e+002°)
3.98107170553491e+004	(-2.53414770853287e-001dB,-1.74149812017647e+002°)
4.07380277804107e+004	(-2.41718861362829e-001dB,-1.74472493265017e+002°)
4.16869383470329e+004	(-2.30542010121707e-001dB,-1.74793313615701e+002°)
4.26579518801586e+004	(-2.19863861404782e-001dB,-1.75112375300037e+002°)
4.36515832240159e+004	(-2.09664839799743e-001dB,-1.75429783749327e+002°)
4.46683592150956e+004	(-1.99926130965011e-001dB,-1.75745647413551e+002°)
4.57088189614868e+004	(-1.90629662294797e-001dB,-1.76060077592727e+002°)
4.67735141287191e+004	(-1.81758083571355e-001dB,-1.76373188281382e+002°)
4.78630092322631e+004	(-1.73294747676560e-001dB,-1.76685096025582e+002°)
4.89778819368439e+004	(-1.65223691427855e-001dB,-1.76995919792003e+002°)
5.01187233627264e+004	(-1.57529616597689e-001dB,-1.77305780848510e+002°)
5.12861383991357e+004	(-1.50197871169212e-001dB,-1.77614802655750e+002°)
5.24807460249764e+004	(-1.43214430875640e-001dB,-1.77923110769245e+002°)
5.37031796370244e+004	(-1.36565881064980e-001dB,-1.78230832751524e+002°)
5.49540873857616e+004	(-1.30239398927773e-001dB,-1.78538098093813e+002°)
5.62341325190340e+004	(-1.24222736120440e-001dB,-1.78845038146829e+002°)
5.75439937337148e+004	(-1.18504201813112e-001dB,-1.79151786060264e+002°)
5.88843655355580e+004	(-1.13072646186930e-001dB,-1.79458476730513e+002°)
6.02559586074348e+004	(-1.07917444402460e-001dB,-1.79765246756264e+002°)
6.16595001861472e+004	(-1.03028481057572e-001dB,1.79927765598445e+002°)
6.30957344480183e+004	(-9.83961351510438e-002dB,1.79620420434071e+002°)
6.45654229034645e+004	(-9.40112655645397e-002dB,1.79312576238657e+002°)
6.60693448007586e+004	(-8.98651970740655e-002dB,1.79004089904519e+002°)
6.76082975391971e+004	(-8.59497069002816e-002dB,1.78694816738839e+002°)
6.91830970918925e+004	(-8.22570118041464e-002dB,1.78384610468469e+002°)
7.07945784384127e+004	(-7.87797557337076e-002dB,1.78073323239238e+002°)
7.24435960074979e+004	(-7.55109980267975e-002dB,1.77760805610042e+002°)
7.41310241300906e+004	(-7.24442021713611e-002dB,1.77446906541960e+002°)
7.58577575029172e+004	(-6.95732251266612e-002dB,1.77131473382661e+002°)
7.76247116628679e+004	(-6.68923072056233e-002dB,1.76814351846325e+002°)
7.94328234724269e+004	(-6.43960625192233e-002dB,1.76495385989291e+002°)
8.12830516164086e+004	(-6.20794699819823e-002dB,1.76174418181659e+002°)
8.31763771102658e+004	(-5.99378648788024e-002dB,1.75851289075020e+002°)
8.51138038202363e+004	(-5.79669309916380e-002dB,1.75525837566506e+002°)
8.70963589956067e+004	(-5.61626932844411e-002dB,1.75197900759345e+002°)
8.91250938133731e+004	(-5.45215111456986e-002dB,1.74867313920061e+002°)
9.12010839355895e+004	(-5.30400721869528e-002dB,1.74533910432493e+002°)
9.33254300796976e+004	(-5.17153865952529e-002dB,1.74197521748769e+002°)
9.54992586021420e+004	(-5.05447820392838e-002dB,1.73857977337366e+002°)
9.77237220955795e+004	(-4.95258991274319e-002dB,1.73515104628395e+002°)
9.99999999999984e+004	(-4.86566874170834e-002dB,1.73168728956226e+002°)
1.02329299228074e+005	(-4.79354019748758e-002dB,1.72818673499562e+002°)
1.04712854805088e+005	(-4.73606004873457e-002dB,1.72464759219076e+002°)
1.07151930523759e+005	(-4.69311409230458e-002dB,1.72106804792714e+002°)
1.09647819614317e+005	(-4.66461797452271e-002dB,1.71744626548744e+002°)
1.12201845430195e+005	(-4.65051706788162e-002dB,1.71378038396670e+002°)
1.14815362149686e+005	(-4.65078640309889e-002dB,1.71006851756067e+002°)
1.17489755493951e+005	(-4.66543065693466e-002dB,1.70630875483440e+002°)
1.20226443461739e+005	(-4.69448419598248e-002dB,1.70249915797183e+002°)
1.23026877081236e+005	(-4.73801117687534e-002dB,1.69863776200700e+002°)
1.25892541179415e+005	(-4.79610570323680e-002dB,1.69472257403791e+002°)
1.28824955169311e+005	(-4.86889203992693e-002dB,1.69075157242338e+002°)
1.31825673855639e+005	(-4.95652488523888e-002dB,1.68672270596394e+002°)
1.34896288259163e+005	(-5.05918970151233e-002dB,1.68263389306723e+002°)
1.38038426460286e+005	(-5.17710310495791e-002dB,1.67848302089872e+002°)
1.41253754462273e+005	(-5.31051331568501e-002dB,1.67426794451832e+002°)
1.44543977074590e+005	(-5.45970066842284e-002dB,1.66998648600370e+002°)
1.47910838816818e+005	(-5.62497818528188e-002dB,1.66563643356091e+002°)
1.51356124843618e+005	(-5.80669221124838e-002dB,1.66121554062308e+002°)
1.54881661891246e+005	(-6.00522311390380e-002dB,1.65672152493788e+002°)
1.58489319246109e+005	(-6.22098604815361e-002dB,1.65215206764452e+002°)
1.62181009735890e+005	(-6.45443178767997e-002dB,1.64750481234106e+002°)
1.65958690743753e+005	(-6.70604762406874e-002dB,1.64277736414290e+002°)
1.69824365246172e+005	(-6.97635833547402e-002dB,1.63796728873315e+002°)
1.73780082874935e+005	(-7.26592722595729e-002dB,1.63307211140600e+002°)
1.77827941003889e+005	(-7.57535723752349e-002dB,1.62808931610385e+002°)
1.81970085860995e+005	(-7.90529213616682e-002dB,1.62301634444930e+002°)
1.86208713666284e+005	(-8.25641777392507e-002dB,1.61785059477305e+002°)
1.90546071796322e+005	(-8.62946342893315e-002dB,1.61258942113882e+002°)
1.94984459975801e+005	(-9.02520322498460e-002dB,1.60723013236656e+002°)
1.99526231496885e+005	(-9.44445763311337e-002dB,1.60176999105517e+002°)
2.04173794466949e+005	(-9.88809505684993e-002dB,1.59620621260613e+002°)
2.08929613085400e+005	(-1.03570335036829e-001dB,1.59053596424952e+002°)
2.13796208950220e+005	(-1.08522423446245e-001dB,1.58475636407405e+002°)
2.18776162394952e+005	(-1.13747441643876e-001dB,1.57886448006267e+002°)
2.23872113856830e+005	(-1.19256167043894e-001dB,1.57285732913566e+002°)
2.29086765276773e+005	(-1.25059949009083e-001dB,1.56673187620300e+002°)
2.34422881531988e+005	(-1.31170730211609e-001dB,1.56048503322829e+002°)
2.39883291901945e+005	(-1.37601068992822e-001dB,1.55411365830613e+002°)
2.45470891568499e+005	(-1.44364162751034e-001dB,1.54761455475545e+002°)
2.51188643150954e+005	(-1.51473872379896e-001dB,1.54098447023138e+002°)
2.57039578276882e+005	(-1.58944747782923e-001dB,1.53422009585798e+002°)
2.63026799189534e+005	(-1.66792054494095e-001dB,1.52731806538507e+002°)
2.69153480392687e+005	(-1.75031801417999e-001dB,1.52027495437181e+002°)
2.75422870333812e+005	(-1.83680769730047e-001dB,1.51308727940044e+002°)
2.81838293126440e+005	(-1.92756542947731e-001dB,1.50575149732344e+002°)
2.88403150312656e+005	(-2.02277538202614e-001dB,1.49826400454776e+002°)
2.95120922666633e+005	(-2.12263038738608e-001dB,1.49062113635995e+002°)
3.01995172040196e+005	(-2.22733227650224e-001dB,1.48281916629604e+002°)
3.09029543251354e+005	(-2.33709222890128e-001dB,1.47485430556064e+002°)
3.16227766016832e+005	(-2.45213113564954e-001dB,1.46672270249959e+002°)
3.23593656929623e+005	(-2.57267997527405e-001dB,1.45842044213090e+002°)
3.31131121482585e+005	(-2.69898020293833e-001dB,1.44994354573895e+002°)
3.38844156139197e+005	(-2.83128415295632e-001dB,1.44128797053715e+002°)
3.46736850452526e+005	(-2.96985545468703e-001dB,1.43244960940455e+002°)
3.54813389233569e+005	(-3.11496946206835e-001dB,1.42342429070207e+002°)
3.63078054770095e+005	(-3.26691369666114e-001dB,1.41420777817432e+002°)
3.71535229097166e+005	(-3.42598830436403e-001dB,1.40479577094338e+002°)
3.80189396320555e+005	(-3.59250652566700e-001dB,1.39518390360072e+002°)
3.89045144994274e+005	(-3.76679517957229e-001dB,1.38536774640448e+002°)
3.98107170553490e+005	(-3.94919516077265e-001dB,1.37534280558849e+002°)
4.07380277804106e+005	(-4.14006195034670e-001dB,1.36510452379097e+002°)
4.16869383470328e+005	(-4.33976613935283e-001dB,1.35464828060975e+002°)
4.26579518801585e+005	(-4.54869396539286e-001dB,1.34396939329211e+002°)
4.36515832240158e+005	(-4.76724786157756e-001dB,1.33306311756700e+002°)
4.46683592150955e+005	(-4.99584701773445e-001dB,1.32192464862781e+002°)
4.57088189614867e+005	(-5.23492795314862e-001dB,1.31054912227379e+002°)
4.67735141287190e+005	(-5.48494510058199e-001dB,1.29893161621898e+002°)
4.78630092322630e+005	(-5.74637140070124e-001dB,1.28706715157661e+002°)
4.89778819368438e+005	(-6.01969890640488e-001dB,1.27495069452815e+002°)
5.01187233627263e+005	(-6.30543939622953e-001dB,1.26257715818560e+002°)
5.12861383991356e+005	(-6.60412499593404e-001dB,1.24994140465562e+002°)
5.24807460249763e+005	(-6.91630880733669e-001dB,1.23703824731449e+002°)
5.37031796370243e+005	(-7.24256554337568e-001dB,1.22386245330253e+002°)
5.49540873857615e+005	(-7.58349216827515e-001dB,1.21040874624676e+002°)
5.62341325190339e+005	(-7.93970854147315e-001dB,1.19667180922000e+002°)
5.75439937337147e+005	(-8.31185806408690e-001dB,1.18264628794514e+002°)
5.88843655355579e+005	(-8.70060832658230e-001dB,1.16832679425266e+002°)
6.02559586074347e+005	(-9.10665175571982e-001dB,1.15370790979868e+002°)
6.16595001861471e+005	(-9.53070625980736e-001dB,1.13878419005207e+002°)
6.30957344480182e+005	(-9.97351586992480e-001dB,1.12355016855685e+002°)
6.45654229034644e+005	(-1.04358513757958e+000dB,1.10800036147715e+002°)
6.60693448007584e+005	(-1.09185109541774e+000dB,1.09212927243087e+002°)
6.76082975391970e+005	(-1.14223207879864e+000dB,1.07593139761778e+002°)
6.91830970918924e+005	(-1.19481356741428e+000dB,1.05940123124752e+002°)
7.07945784384125e+005	(-1.24968396178940e+000dB,1.04253327127168e+002°)
7.24435960074977e+005	(-1.30693464119189e+000dB,1.02532202542497e+002°)
7.41310241300904e+005	(-1.36666001977270e+000dB,1.00776201757827e+002°)
7.58577575029170e+005	(-1.42895760072675e+000dB,9.89847794406637e+001°)
7.76247116628678e+005	(-1.49392802827572e+000dB,9.71573932375125e+001°)
7.94328234724267e+005	(-1.56167513725141e+000dB,9.52935045044253e+001°)
8.12830516164085e+005	(-1.63230600003712e+000dB,9.33925790695833e+001°)
8.31763771102656e+005	(-1.70593097071452e+000dB,9.14540880281788e+001°)
8.51138038202361e+005	(-1.78266372614087e+000dB,8.94775085695052e+001°)
8.70963589956065e+005	(-1.86262130378200e+000dB,8.74623248363899e+001°)
8.91250938133729e+005	(-1.94592413615139e+000dB,8.54080288171726e+001°)
9.12010839355893e+005	(-2.03269608156374e+000dB,8.33141212700302e+001°)
9.33254300796974e+005	(-2.12306445108061e+000dB,8.11801126799317e+001°)
9.54992586021419e+005	(-2.21716003148140e+000dB,7.90055242484345e+001°)
9.77237220955793e+005	(-2.31511710401731e+000dB,7.67898889163634e+001°)
1.00000000000000e+006	(-2.41707345883283e+000dB,7.45327524198787e+001°)
