f,mag,phase
7.01455298419941e+001,-3.59034511214108e+001,8.95436956947804e+001
7.03072319883803e+001,-3.58834097371390e+001,8.95426495080267e+001
7.04693068967116e+001,-3.58633681616597e+001,8.95416008761989e+001
7.06317554262931e+001,-3.58433263940885e+001,8.95405497935970e+001
7.07945784384107e+001,-3.58232844335371e+001,8.95394962545064e+001
7.09577767963358e+001,-3.58032422791129e+001,8.95384402531987e+001
7.11213513653298e+001,-3.57831999299193e+001,8.95373817839316e+001
7.12853030126488e+001,-3.57631573850555e+001,8.95363208409486e+001
7.14496326075482e+001,-3.57431146436165e+001,8.95352574184786e+001
7.16143410212871e+001,-3.57230717046932e+001,8.95341915107377e+001
7.17794291271330e+001,-3.57030285673721e+001,8.95331231119266e+001
7.19448978003668e+001,-3.56829852307357e+001,8.95320522162321e+001
7.21107479182868e+001,-3.56629416938621e+001,8.95309788178262e+001
7.22769803602138e+001,-3.56428979558250e+001,8.95299029108679e+001
7.24435960074958e+001,-3.56228540156942e+001,8.95288244895007e+001
7.26105957435123e+001,-3.56028098725347e+001,8.95277435478541e+001
7.27779804536792e+001,-3.55827655254077e+001,8.95266600800431e+001
7.29457510254536e+001,-3.55627209733696e+001,8.95255740801683e+001
7.31139083483385e+001,-3.55426762154725e+001,8.95244855423163e+001
7.32824533138871e+001,-3.55226312507644e+001,8.95233944605577e+001
7.34513868157082e+001,-3.55025860782887e+001,8.95223008289499e+001
7.36207097494703e+001,-3.54825406970841e+001,8.95212046415356e+001
7.37904230129068e+001,-3.54624951061853e+001,8.95201058923420e+001
7.39605275058205e+001,-3.54424493046223e+001,8.95190045753827e+001
7.41310241300884e+001,-3.54224032914206e+001,8.95179006846551e+001
7.43019137896668e+001,-3.54023570656012e+001,8.95167942141431e+001
7.44731973905956e+001,-3.53823106261805e+001,8.95156851578159e+001
7.46448758410033e+001,-3.53622639721706e+001,8.95145735096264e+001
7.48169500511121e+001,-3.53422171025787e+001,8.95134592635138e+001
7.49894209332422e+001,-3.53221700164075e+001,8.95123424134021e+001
7.51622894018172e+001,-3.53021227126551e+001,8.95112229532004e+001
7.53355563733684e+001,-3.52820751903151e+001,8.95101008768028e+001
7.55092227665400e+001,-3.52620274483761e+001,8.95089761780879e+001
7.56832895020940e+001,-3.52419794858223e+001,8.95078488509194e+001
7.58577575029150e+001,-3.52219313016332e+001,8.95067188891461e+001
7.60326276940148e+001,-3.52018828947833e+001,8.95055862866018e+001
7.62079010025378e+001,-3.51818342642425e+001,8.95044510371043e+001
7.63835783577656e+001,-3.51617854089761e+001,8.95033131344571e+001
7.65596606911222e+001,-3.51417363279442e+001,8.95021725724472e+001
7.67361489361784e+001,-3.51216870201025e+001,8.95010293448476e+001
7.69130440286575e+001,-3.51016374844016e+001,8.94998834454151e+001
7.70903469064395e+001,-3.50815877197873e+001,8.94987348678908e+001
7.72680585095667e+001,-3.50615377252005e+001,8.94975836060013e+001
7.74461797802484e+001,-3.50414874995772e+001,8.94964296534566e+001
7.76247116628657e+001,-3.50214370418484e+001,8.94952730039522e+001
7.78036551039769e+001,-3.50013863509404e+001,8.94941136511673e+001
7.79830110523223e+001,-3.49813354257742e+001,8.94929515887657e+001
7.81627804588294e+001,-3.49612842652659e+001,8.94917868103952e+001
7.83429642766176e+001,-3.49412328683267e+001,8.94906193096884e+001
7.85235634610036e+001,-3.49211812338626e+001,8.94894490802616e+001
7.87045789695063e+001,-3.49011293607745e+001,8.94882761157155e+001
7.88860117618518e+001,-3.48810772479584e+001,8.94871004096354e+001
7.90678627999789e+001,-3.48610248943050e+001,8.94859219555900e+001
7.92501330480435e+001,-3.48409722986998e+001,8.94847407471324e+001
7.94328234724245e+001,-3.48209194600234e+001,8.94835567777994e+001
7.96159350417282e+001,-3.48008663771511e+001,8.94823700411122e+001
7.97994687267940e+001,-3.47808130489527e+001,8.94811805305758e+001
7.99834255006991e+001,-3.47607594742932e+001,8.94799882396793e+001
8.01678063387642e+001,-3.47407056520319e+001,8.94787931618949e+001
8.03526122185580e+001,-3.47206515810233e+001,8.94775952906790e+001
8.05378441199029e+001,-3.47005972601161e+001,8.94763946194720e+001
8.07235030248801e+001,-3.46805426881540e+001,8.94751911416977e+001
8.09095899178345e+001,-3.46604878639752e+001,8.94739848507638e+001
8.10961057853803e+001,-3.46404327864125e+001,8.94727757400614e+001
8.12830516164061e+001,-3.46203774542932e+001,8.94715638029649e+001
8.14704284020801e+001,-3.46003218664395e+001,8.94703490328332e+001
8.16582371358554e+001,-3.45802660216677e+001,8.94691314230072e+001
8.18464788134751e+001,-3.45602099187888e+001,8.94679109668127e+001
8.20351544329780e+001,-3.45401535566084e+001,8.94666876575579e+001
8.22242649947032e+001,-3.45200969339264e+001,8.94654614885349e+001
8.24138115012964e+001,-3.45000400495373e+001,8.94642324530185e+001
8.26037949577140e+001,-3.44799829022296e+001,8.94630005442676e+001
8.27942163712295e+001,-3.44599254907868e+001,8.94617657555231e+001
8.29850767514383e+001,-3.44398678139861e+001,8.94605280800104e+001
8.31763771102632e+001,-3.44198098705996e+001,8.94592875109369e+001
8.33681184619595e+001,-3.43997516593933e+001,8.94580440414939e+001
8.35603018231209e+001,-3.43796931791276e+001,8.94567976648550e+001
8.37529282126843e+001,-3.43596344285573e+001,8.94555483741770e+001
8.39459986519358e+001,-3.43395754064312e+001,8.94542961626000e+001
8.41395141645155e+001,-3.43195161114924e+001,8.94530410232463e+001
8.43334757764235e+001,-3.42994565424781e+001,8.94517829492215e+001
8.45278845160250e+001,-3.42793966981198e+001,8.94505219336141e+001
8.47227414140556e+001,-3.42593365771428e+001,8.94492579694948e+001
8.49180475036273e+001,-3.42392761782668e+001,8.94479910499172e+001
8.51138038202336e+001,-3.42192155002055e+001,8.94467211679175e+001
8.53100114017549e+001,-3.41991545416664e+001,8.94454483165148e+001
8.55066712884642e+001,-3.41790933013513e+001,8.94441724887104e+001
8.57037845230329e+001,-3.41590317779558e+001,8.94428936774878e+001
8.59013521505354e+001,-3.41389699701694e+001,8.94416118758138e+001
8.60993752184559e+001,-3.41189078766757e+001,8.94403270766363e+001
8.62978547766929e+001,-3.40988454961521e+001,8.94390392728868e+001
8.64967918775652e+001,-3.40787828272698e+001,8.94377484574788e+001
8.66961875758175e+001,-3.40587198686938e+001,8.94364546233072e+001
8.68960429286260e+001,-3.40386566190832e+001,8.94351577632499e+001
8.70963589956038e+001,-3.40185930770904e+001,8.94338578701664e+001
8.72971368388069e+001,-3.39985292413619e+001,8.94325549368991e+001
8.74983775227393e+001,-3.39784651105378e+001,8.94312489562715e+001
8.77000821143592e+001,-3.39584006832519e+001,8.94299399210894e+001
8.79022516830841e+001,-3.39383359581317e+001,8.94286278241408e+001
8.81048873007971e+001,-3.39182709337982e+001,8.94273126581953e+001
8.83079900418520e+001,-3.38982056088662e+001,8.94259944160042e+001
8.85115609830792e+001,-3.38781399819437e+001,8.94246730903011e+001
8.87156012037917e+001,-3.38580740516327e+001,8.94233486738006e+001
8.89201117857905e+001,-3.38380078165284e+001,8.94220211591994e+001
8.91250938133702e+001,-3.38179412752196e+001,8.94206905391760e+001
8.93305483733251e+001,-3.37978744262884e+001,8.94193568063896e+001
8.95364765549550e+001,-3.37778072683105e+001,8.94180199534824e+001
8.97428794500704e+001,-3.37577397998550e+001,8.94166799730764e+001
8.99497581529991e+001,-3.37376720194840e+001,8.94153368577763e+001
9.01571137605912e+001,-3.37176039257534e+001,8.94139906001668e+001
9.03649473722257e+001,-3.36975355172121e+001,8.94126411928153e+001
9.05732600898155e+001,-3.36774667924022e+001,8.94112886282700e+001
9.07820530178141e+001,-3.36573977498594e+001,8.94099328990601e+001
9.09913272632206e+001,-3.36373283881122e+001,8.94085739976952e+001
9.12010839355864e+001,-3.36172587056824e+001,8.94072119166677e+001
9.14113241470204e+001,-3.35971887010850e+001,8.94058466484496e+001
9.16220490121954e+001,-3.35771183728281e+001,8.94044781854942e+001
9.18332596483535e+001,-3.35570477194127e+001,8.94031065202364e+001
9.20449571753125e+001,-3.35369767393330e+001,8.94017316450907e+001
9.22571427154717e+001,-3.35169054310762e+001,8.94003535524535e+001
9.24698173938176e+001,-3.34968337931224e+001,8.93989722347017e+001
9.26829823379302e+001,-3.34767618239446e+001,8.93975876841925e+001
9.28966386779889e+001,-3.34566895220089e+001,8.93961998932639e+001
9.31107875467783e+001,-3.34366168857740e+001,8.93948088542348e+001
9.33254300796944e+001,-3.34165439136916e+001,8.93934145594043e+001
9.35405674147504e+001,-3.33964706042063e+001,8.93920170010522e+001
9.37562006925833e+001,-3.33763969557553e+001,8.93906161714382e+001
9.39723310564590e+001,-3.33563229667685e+001,8.93892120628029e+001
9.41889596522793e+001,-3.33362486356687e+001,8.93878046673675e+001
9.44060876285875e+001,-3.33161739608712e+001,8.93863939773320e+001
9.46237161365745e+001,-3.32960989407840e+001,8.93849799848785e+001
9.48418463300849e+001,-3.32760235738077e+001,8.93835626821675e+001
9.50604793656233e+001,-3.32559478583355e+001,8.93821420613409e+001
9.52796164023603e+001,-3.32358717927530e+001,8.93807181145197e+001
9.54992586021387e+001,-3.32157953754385e+001,8.93792908338050e+001
9.57194071294795e+001,-3.31957186047626e+001,8.93778602112785e+001
9.59400631515884e+001,-3.31756414790884e+001,8.93764262390008e+001
9.61612278383615e+001,-3.31555639967713e+001,8.93749889090129e+001
9.63829023623921e+001,-3.31354861561591e+001,8.93735482133352e+001
9.66050878989764e+001,-3.31154079555920e+001,8.93721041439675e+001
9.68277856261199e+001,-3.30953293934025e+001,8.93706566928901e+001
9.70509967245440e+001,-3.30752504679150e+001,8.93692058520618e+001
9.72747223776915e+001,-3.30551711774467e+001,8.93677516134212e+001
9.74989637717336e+001,-3.30350915203064e+001,8.93662939688874e+001
9.77237220955760e+001,-3.30150114947954e+001,8.93648329103567e+001
9.79489985408648e+001,-3.29949310992069e+001,8.93633684297063e+001
9.81747943019933e+001,-3.29748503318263e+001,8.93619005187926e+001
9.84011105761083e+001,-3.29547691909309e+001,8.93604291694503e+001
9.86279485631159e+001,-3.29346876747902e+001,8.93589543734937e+001
9.88553094656887e+001,-3.29146057816655e+001,8.93574761227165e+001
9.90831944892716e+001,-3.28945235098099e+001,8.93559944088904e+001
9.93116048420882e+001,-3.28744408574685e+001,8.93545092237670e+001
9.95405417351475e+001,-3.28543578228783e+001,8.93530205590762e+001
9.97700063822501e+001,-3.28342744042681e+001,8.93515284065270e+001
9.99999999999948e+001,-3.28141905998583e+001,8.93500327578067e+001
1.00230523807785e+002,-3.27941064078611e+001,8.93485336045820e+001
1.00461579027834e+002,-3.27740218264804e+001,8.93470309384972e+001
1.00693166885175e+002,-3.27539368539118e+001,8.93455247511762e+001
1.00925288607663e+002,-3.27338514883425e+001,8.93440150342202e+001
1.01157945425985e+002,-3.27137657279511e+001,8.93425017792100e+001
1.01391138573663e+002,-3.26936795709078e+001,8.93409849777039e+001
1.01624869287064e+002,-3.26735930153745e+001,8.93394646212390e+001
1.01859138805406e+002,-3.26535060595042e+001,8.93379407013302e+001
1.02093948370763e+002,-3.26334187014416e+001,8.93364132094707e+001
1.02329299228070e+002,-3.26133309393226e+001,8.93348821371320e+001
1.02565192625135e+002,-3.25932427712744e+001,8.93333474757632e+001
1.02801629812642e+002,-3.25731541954156e+001,8.93318092167920e+001
1.03038612044156e+002,-3.25530652098561e+001,8.93302673516229e+001
1.03276140576134e+002,-3.25329758126967e+001,8.93287218716394e+001
1.03514216667929e+002,-3.25128860020297e+001,8.93271727682018e+001
1.03752841581796e+002,-3.24927957759384e+001,8.93256200326490e+001
1.03992016582900e+002,-3.24727051324970e+001,8.93240636562964e+001
1.04231742939325e+002,-3.24526140697711e+001,8.93225036304379e+001
1.04472021922074e+002,-3.24325225858169e+001,8.93209399463444e+001
1.04712854805084e+002,-3.24124306786819e+001,8.93193725952643e+001
1.04954242865227e+002,-3.23923383464042e+001,8.93178015684238e+001
1.05196187382317e+002,-3.23722455870130e+001,8.93162268570254e+001
1.05438689639120e+002,-3.23521523985282e+001,8.93146484522496e+001
1.05681750921360e+002,-3.23320587789606e+001,8.93130663452534e+001
1.05925372517723e+002,-3.23119647263115e+001,8.93114805271718e+001
1.06169555719867e+002,-3.22918702385733e+001,8.93098909891158e+001
1.06414301822426e+002,-3.22717753137285e+001,8.93082977221738e+001
1.06659612123020e+002,-3.22516799497508e+001,8.93067007174109e+001
1.06905487922260e+002,-3.22315841446039e+001,8.93050999658692e+001
1.07151930523755e+002,-3.22114878962425e+001,8.93034954585677e+001
1.07398941234119e+002,-3.21913912026115e+001,8.93018871865008e+001
1.07646521362978e+002,-3.21712940616462e+001,8.93002751406410e+001
1.07894672222977e+002,-3.21511964712724e+001,8.92986593119366e+001
1.08143395129788e+002,-3.21310984294063e+001,8.92970396913123e+001
1.08392691402114e+002,-3.21109999339543e+001,8.92954162696689e+001
1.08642562361701e+002,-3.20909009828130e+001,8.92937890378842e+001
1.08893009333337e+002,-3.20708015738692e+001,8.92921579868117e+001
1.09144033644870e+002,-3.20507017050000e+001,8.92905231072810e+001
1.09395636627203e+002,-3.20306013740724e+001,8.92888843900978e+001
1.09647819614312e+002,-3.20105005789438e+001,8.92872418260439e+001
1.09900583943246e+002,-3.19903993174611e+001,8.92855954058768e+001
1.10153930954135e+002,-3.19702975874617e+001,8.92839451203302e+001
1.10407861990201e+002,-3.19501953867727e+001,8.92822909601129e+001
1.10662378397761e+002,-3.19300927132108e+001,8.92806329159102e+001
1.10917481526234e+002,-3.19099895645831e+001,8.92789709783824e+001
1.11173172728153e+002,-3.18898859386859e+001,8.92773051381653e+001
1.11429453359167e+002,-3.18697818333057e+001,8.92756353858707e+001
1.11686324778050e+002,-3.18496772462183e+001,8.92739617120852e+001
1.11943788346709e+002,-3.18295721751895e+001,8.92722841073706e+001
1.12201845430190e+002,-3.18094666179743e+001,8.92706025622647e+001
1.12460497396686e+002,-3.17893605723176e+001,8.92689170672796e+001
1.12719745617545e+002,-3.17692540359536e+001,8.92672276129031e+001
1.12979591467273e+002,-3.17491470066058e+001,8.92655341895974e+001
1.13240036323549e+002,-3.17290394819875e+001,8.92638367878001e+001
1.13501081567225e+002,-3.17089314598008e+001,8.92621353979233e+001
1.13762728582337e+002,-3.16888229377376e+001,8.92604300103538e+001
1.14024978756110e+002,-3.16687139134787e+001,8.92587206154536e+001
1.14287833478971e+002,-3.16486043846942e+001,8.92570072035583e+001
1.14551294144547e+002,-3.16284943490434e+001,8.92552897649792e+001
1.14815362149682e+002,-3.16083838041745e+001,8.92535682900008e+001
1.15080038894437e+002,-3.15882727477249e+001,8.92518427688832e+001
1.15345325782103e+002,-3.15681611773210e+001,8.92501131918597e+001
1.15611224219203e+002,-3.15480490905779e+001,8.92483795491379e+001
1.15877735615506e+002,-3.15279364850998e+001,8.92466418309002e+001
1.16144861384028e+002,-3.15078233584798e+001,8.92449000273025e+001
1.16412602941043e+002,-3.14877097082994e+001,8.92431541284748e+001
1.16680961706090e+002,-3.14675955321292e+001,8.92414041245205e+001
1.16949939101980e+002,-3.14474808275282e+001,8.92396500055173e+001
1.17219536554806e+002,-3.14273655920443e+001,8.92378917615165e+001
1.17489755493946e+002,-3.14072498232136e+001,8.92361293825427e+001
1.17760597352074e+002,-3.13871335185610e+001,8.92343628585939e+001
1.18032063565166e+002,-3.13670166755997e+001,8.92325921796424e+001
1.18304155572510e+002,-3.13468992918314e+001,8.92308173356329e+001
1.18576874816709e+002,-3.13267813647460e+001,8.92290383164837e+001
1.18850222743695e+002,-3.13066628918217e+001,8.92272551120862e+001
1.19124200802731e+002,-3.12865438705252e+001,8.92254677123051e+001
1.19398810446421e+002,-3.12664242983110e+001,8.92236761069776e+001
1.19674053130718e+002,-3.12463041726220e+001,8.92218802859144e+001
1.19949930314931e+002,-3.12261834908890e+001,8.92200802388985e+001
1.20226443461734e+002,-3.12060622505309e+001,8.92182759556860e+001
1.20503594037173e+002,-3.11859404489544e+001,8.92164674260054e+001
1.20781383510671e+002,-3.11658180835543e+001,8.92146546395580e+001
1.21059813355041e+002,-3.11456951517132e+001,8.92128375860169e+001
1.21338885046491e+002,-3.11255716508013e+001,8.92110162550287e+001
1.21618600064630e+002,-3.11054475781767e+001,8.92091906362110e+001
1.21898959892480e+002,-3.10853229311851e+001,8.92073607191550e+001
1.22179966016480e+002,-3.10651977071599e+001,8.92055264934225e+001
1.22461619926498e+002,-3.10450719034218e+001,8.92036879485484e+001
1.22743923115834e+002,-3.10249455172792e+001,8.92018450740389e+001
1.23026877081231e+002,-3.10048185460280e+001,8.91999978593727e+001
1.23310483322884e+002,-3.09846909869512e+001,8.91981462939993e+001
1.23594743344444e+002,-3.09645628373194e+001,8.91962903673403e+001
1.23879658653030e+002,-3.09444340943901e+001,8.91944300687894e+001
1.24165230759234e+002,-3.09243047554084e+001,8.91925653877109e+001
1.24451461177131e+002,-3.09041748176062e+001,8.91906963134404e+001
1.24738351424287e+002,-3.08840442782027e+001,8.91888228352858e+001
1.25025903021765e+002,-3.08639131344039e+001,8.91869449425251e+001
1.25314117494134e+002,-3.08437813834028e+001,8.91850626244080e+001
1.25602996369480e+002,-3.08236490223795e+001,8.91831758701546e+001
1.25892541179409e+002,-3.08035160485007e+001,8.91812846689565e+001
1.26182753459060e+002,-3.07833824589198e+001,8.91793890099754e+001
1.26473634747108e+002,-3.07632482507771e+001,8.91774888823446e+001
1.26765186585777e+002,-3.07431134211995e+001,8.91755842751672e+001
1.27057410520847e+002,-3.07229779673003e+001,8.91736751775172e+001
1.27350308101659e+002,-3.07028418861795e+001,8.91717615784382e+001
1.27643880881127e+002,-3.06827051749234e+001,8.91698434669456e+001
1.27938130415745e+002,-3.06625678306047e+001,8.91679208320235e+001
1.28233058265595e+002,-3.06424298502826e+001,8.91659936626270e+001
1.28528665994354e+002,-3.06222912310024e+001,8.91640619476809e+001
1.28824955169306e+002,-3.06021519697955e+001,8.91621256760795e+001
1.29121927361346e+002,-3.05820120636795e+001,8.91601848366877e+001
1.29419584144991e+002,-3.05618715096581e+001,8.91582394183395e+001
1.29717927098388e+002,-3.05417303047211e+001,8.91562894098384e+001
1.30016957803321e+002,-3.05215884458438e+001,8.91543347999579e+001
1.30316677845222e+002,-3.05014459299878e+001,8.91523755774404e+001
1.30617088813176e+002,-3.04813027541003e+001,8.91504117309979e+001
1.30918192299933e+002,-3.04611589151143e+001,8.91484432493113e+001
1.31219989901913e+002,-3.04410144099482e+001,8.91464701210308e+001
1.31522483219216e+002,-3.04208692355064e+001,8.91444923347754e+001
1.31825673855633e+002,-3.04007233886784e+001,8.91425098791329e+001
1.32129563418650e+002,-3.03805768663395e+001,8.91405227426602e+001
1.32434153519459e+002,-3.03604296653501e+001,8.91385309138821e+001
1.32739445772966e+002,-3.03402817825560e+001,8.91365343812930e+001
1.33045441797801e+002,-3.03201332147884e+001,8.91345331333547e+001
1.33352143216324e+002,-3.02999839588635e+001,8.91325271584982e+001
1.33659551654636e+002,-3.02798340115825e+001,8.91305164451219e+001
1.33967668742585e+002,-3.02596833697320e+001,8.91285009815925e+001
1.34276496113778e+002,-3.02395320300831e+001,8.91264807562455e+001
1.34586035405587e+002,-3.02193799893921e+001,8.91244557573831e+001
1.34896288259157e+002,-3.01992272444000e+001,8.91224259732759e+001
1.35207256319420e+002,-3.01790737918326e+001,8.91203913921626e+001
1.35518941235095e+002,-3.01589196284002e+001,8.91183520022482e+001
1.35831344658707e+002,-3.01387647507981e+001,8.91163077917061e+001
1.36144468246587e+002,-3.01186091557056e+001,8.91142587486768e+001
1.36458313658884e+002,-3.00984528397868e+001,8.91122048612680e+001
1.36772882559577e+002,-3.00782957996901e+001,8.91101461175545e+001
1.37088176616477e+002,-3.00581380320482e+001,8.91080825055779e+001
1.37404197501243e+002,-3.00379795334779e+001,8.91060140133470e+001
1.37720946889386e+002,-3.00178203005804e+001,8.91039406288372e+001
1.38038426460280e+002,-2.99976603299407e+001,8.91018623399902e+001
1.38356637897170e+002,-2.99774996181281e+001,8.90997791347149e+001
1.38675582887180e+002,-2.99573381616956e+001,8.90976910008861e+001
1.38995263121327e+002,-2.99371759571801e+001,8.90955979263447e+001
1.39315680294522e+002,-2.99170130011022e+001,8.90934998988985e+001
1.39636836105585e+002,-2.98968492899665e+001,8.90913969063207e+001
1.39958732257253e+002,-2.98766848202609e+001,8.90892889363506e+001
1.40281370456187e+002,-2.98565195884569e+001,8.90871759766935e+001
1.40604752412983e+002,-2.98363535910095e+001,8.90850580150201e+001
1.40928879842179e+002,-2.98161868243572e+001,8.90829350389669e+001
1.41253754462267e+002,-2.97960192849216e+001,8.90808070361355e+001
1.41579377995699e+002,-2.97758509691077e+001,8.90786739940934e+001
1.41905752168900e+002,-2.97556818733035e+001,8.90765359003728e+001
1.42232878712273e+002,-2.97355119938801e+001,8.90743927424711e+001
1.42560759360210e+002,-2.97153413271917e+001,8.90722445078507e+001
1.42889395851101e+002,-2.96951698695752e+001,8.90700911839389e+001
1.43218789927345e+002,-2.96749976173505e+001,8.90679327581274e+001
1.43548943335357e+002,-2.96548245668202e+001,8.90657692177729e+001
1.43879857825576e+002,-2.96346507142695e+001,8.90636005501963e+001
1.44211535152478e+002,-2.96144760559661e+001,8.90614267426828e+001
1.44543977074584e+002,-2.95943005881606e+001,8.90592477824817e+001
1.44877185354467e+002,-2.95741243070854e+001,8.90570636568066e+001
1.45211161758765e+002,-2.95539472089556e+001,8.90548743528352e+001
1.45545908058188e+002,-2.95337692899686e+001,8.90526798577086e+001
1.45881426027526e+002,-2.95135905463037e+001,8.90504801585316e+001
1.46217717445663e+002,-2.94934109741224e+001,8.90482752423728e+001
1.46554784095582e+002,-2.94732305695683e+001,8.90460650962641e+001
1.46892627764378e+002,-2.94530493287667e+001,8.90438497072006e+001
1.47231250243263e+002,-2.94328672478247e+001,8.90416290621406e+001
1.47570653327580e+002,-2.94126843228314e+001,8.90394031480056e+001
1.47910838816811e+002,-2.93925005498572e+001,8.90371719516796e+001
1.48251808514586e+002,-2.93723159249543e+001,8.90349354600098e+001
1.48593564228691e+002,-2.93521304441562e+001,8.90326936598056e+001
1.48936107771082e+002,-2.93319441034779e+001,8.90304465378392e+001
1.49279440957890e+002,-2.93117568989156e+001,8.90281940808448e+001
1.49623565609434e+002,-2.92915688264468e+001,8.90259362755190e+001
1.49968483550228e+002,-2.92713798820299e+001,8.90236731085207e+001
1.50314196608993e+002,-2.92511900616046e+001,8.90214045664704e+001
1.50660706618665e+002,-2.92309993610912e+001,8.90191306359502e+001
1.51008015416405e+002,-2.92108077763912e+001,8.90168513035044e+001
1.51356124843611e+002,-2.91906153033865e+001,8.90145665556383e+001
1.51705036745924e+002,-2.91704219379398e+001,8.90122763788190e+001
1.52054752973240e+002,-2.91502276758945e+001,8.90099807594745e+001
1.52405275379720e+002,-2.91300325130742e+001,8.90076796839938e+001
1.52756605823798e+002,-2.91098364452830e+001,8.90053731387272e+001
1.53108746168193e+002,-2.90896394683054e+001,8.90030611099855e+001
1.53461698279920e+002,-2.90694415779057e+001,8.90007435840403e+001
1.53815464030294e+002,-2.90492427698288e+001,8.89984205471235e+001
1.54170045294946e+002,-2.90290430397992e+001,8.89960919854275e+001
1.54525443953832e+002,-2.90088423835215e+001,8.89937578851051e+001
1.54881661891238e+002,-2.89886407966800e+001,8.89914182322686e+001
1.55238700995798e+002,-2.89684382749387e+001,8.89890730129909e+001
1.55596563160498e+002,-2.89482348139413e+001,8.89867222133038e+001
1.55955250282685e+002,-2.89280304093110e+001,8.89843658191997e+001
1.56314764264085e+002,-2.89078250566503e+001,8.89820038166296e+001
1.56675107010805e+002,-2.88876187515411e+001,8.89796361915044e+001
1.57036280433345e+002,-2.88674114895445e+001,8.89772629296936e+001
1.57398286446612e+002,-2.88472032662007e+001,8.89748840170262e+001
1.57761126969925e+002,-2.88269940770289e+001,8.89724994392899e+001
1.58124803927028e+002,-2.88067839175273e+001,8.89701091822309e+001
1.58489319246101e+002,-2.87865727831728e+001,8.89677132315541e+001
1.58854674859768e+002,-2.87663606694210e+001,8.89653115729226e+001
1.59220872705107e+002,-2.87461475717063e+001,8.89629041919580e+001
1.59587914723663e+002,-2.87259334854415e+001,8.89604910742397e+001
1.59955802861457e+002,-2.87057184060176e+001,8.89580722053051e+001
1.60324539068994e+002,-2.86855023288042e+001,8.89556475706493e+001
1.60694125301277e+002,-2.86652852491489e+001,8.89532171557252e+001
1.61064563517817e+002,-2.86450671623775e+001,8.89507809459426e+001
1.61435855682638e+002,-2.86248480637937e+001,8.89483389266691e+001
1.61808003764296e+002,-2.86046279486793e+001,8.89458910832291e+001
1.62181009735882e+002,-2.85844068122935e+001,8.89434374009039e+001
1.62554875575038e+002,-2.85641846498734e+001,8.89409778649318e+001
1.62929603263962e+002,-2.85439614566337e+001,8.89385124605074e+001
1.63305194789423e+002,-2.85237372277664e+001,8.89360411727820e+001
1.63681652142770e+002,-2.85035119584410e+001,8.89335639868630e+001
1.64058977319943e+002,-2.84832856438040e+001,8.89310808878137e+001
1.64437172321482e+002,-2.84630582789794e+001,8.89285918606537e+001
1.64816239152540e+002,-2.84428298590678e+001,8.89260968903582e+001
1.65196179822891e+002,-2.84226003791469e+001,8.89235959618579e+001
1.65576996346942e+002,-2.84023698342713e+001,8.89210890600391e+001
1.65958690743745e+002,-2.83821382194722e+001,8.89185761697429e+001
1.66341265037006e+002,-2.83619055297571e+001,8.89160572757659e+001
1.66724721255095e+002,-2.83416717601104e+001,8.89135323628598e+001
1.67109061431060e+002,-2.83214369054926e+001,8.89110014157301e+001
1.67494287602633e+002,-2.83012009608404e+001,8.89084644190377e+001
1.67880401812245e+002,-2.82809639210668e+001,8.89059213573975e+001
1.68267406107036e+002,-2.82607257810605e+001,8.89033722153786e+001
1.68655302538863e+002,-2.82404865356864e+001,8.89008169775041e+001
1.69044093164315e+002,-2.82202461797850e+001,8.88982556282510e+001
1.69433780044722e+002,-2.82000047081724e+001,8.88956881520496e+001
1.69824365246163e+002,-2.81797621156404e+001,8.88931145332843e+001
1.70215850839484e+002,-2.81595183969560e+001,8.88905347562921e+001
1.70608238900301e+002,-2.81392735468618e+001,8.88879488053634e+001
1.71001531509017e+002,-2.81190275600753e+001,8.88853566647415e+001
1.71395730750831e+002,-2.80987804312892e+001,8.88827583186225e+001
1.71790838715747e+002,-2.80785321551710e+001,8.88801537511547e+001
1.72186857498589e+002,-2.80582827263632e+001,8.88775429464390e+001
1.72583789199009e+002,-2.80380321394829e+001,8.88749258885284e+001
1.72981635921499e+002,-2.80177803891218e+001,8.88723025614278e+001
1.73380399775402e+002,-2.79975274698458e+001,8.88696729490939e+001
1.73780082874926e+002,-2.79772733761957e+001,8.88670370354350e+001
1.74180687339150e+002,-2.79570181026859e+001,8.88643948043107e+001
1.74582215292039e+002,-2.79367616438052e+001,8.88617462395320e+001
1.74984668862454e+002,-2.79165039940164e+001,8.88590913248604e+001
1.75388050184164e+002,-2.78962451477558e+001,8.88564300440087e+001
1.75792361395857e+002,-2.78759850994337e+001,8.88537623806402e+001
1.76197604641151e+002,-2.78557238434340e+001,8.88510883183682e+001
1.76603782068605e+002,-2.78354613741137e+001,8.88484078407568e+001
1.77010895831730e+002,-2.78151976858036e+001,8.88457209313196e+001
1.77418948089005e+002,-2.77949327728072e+001,8.88430275735202e+001
1.77827941003880e+002,-2.77746666294014e+001,8.88403277507717e+001
1.78237876744797e+002,-2.77543992498359e+001,8.88376214464366e+001
1.78648757485193e+002,-2.77341306283331e+001,8.88349086438270e+001
1.79060585403517e+002,-2.77138607590884e+001,8.88321893262030e+001
1.79473362683241e+002,-2.76935896362693e+001,8.88294634767745e+001
1.79887091512867e+002,-2.76733172540160e+001,8.88267310786993e+001
1.80301774085945e+002,-2.76530436064408e+001,8.88239921150837e+001
