Freq.	V(n003)-V(n002)
3.01995172040199e+004	(-6.02064323427644e+000dB,-1.42725368548015e+002°)
3.09029543251356e+004	(-6.02064168975062e+000dB,-1.44422706487591e+002°)
3.16227766016835e+004	(-6.02064018046562e+000dB,-1.46118491172341e+002°)
3.23593656929625e+004	(-6.02063870681014e+000dB,-1.47812616263460e+002°)
3.31131121482588e+004	(-6.02063726908234e+000dB,-1.49504999098586e+002°)
3.38844156139199e+004	(-6.02063586749308e+000dB,-1.51195580125256e+002°)
3.46736850452528e+004	(-6.02063450216944e+000dB,-1.52884322237700e+002°)
3.54813389233572e+004	(-6.02063317315848e+000dB,-1.54571210022472e+002°)
3.63078054770098e+004	(-6.02063188043121e+000dB,-1.56256248918575e+002°)
3.71535229097169e+004	(-6.02063062388667e+000dB,-1.57939464297821e+002°)
3.80189396320557e+004	(-6.02062940335625e+000dB,-1.59620900471183e+002°)
3.89045144994277e+004	(-6.02062821860794e+000dB,-1.61300619626904e+002°)
3.98107170553493e+004	(-6.02062706935074e+000dB,-1.62978700706034e+002°)
4.07380277804108e+004	(-6.02062595523901e+000dB,-1.64655238220994e+002°)
4.16869383470331e+004	(-6.02062487587678e+000dB,-1.66330341022630e+002°)
4.26579518801588e+004	(-6.02062383082213e+000dB,-1.68004131021074e+002°)
4.36515832240161e+004	(-6.02062281959129e+000dB,-1.69676741865580e+002°)
4.46683592150958e+004	(-6.02062184166283e+000dB,-1.71348317588336e+002°)
4.57088189614870e+004	(-6.02062089648162e+000dB,-1.73019011217096e+002°)
4.67735141287193e+004	(-6.02061998346266e+000dB,-1.74688983361307e+002°)
4.78630092322633e+004	(-6.02061910199484e+000dB,-1.76358400776279e+002°)
4.89778819368441e+004	(-6.02061825144439e+000dB,-1.78027434909807e+002°)
5.01187233627267e+004	(-6.02061743115832e+000dB,-1.79696260435544e+002°)
5.12861383991359e+004	(-6.02061664046756e+000dB,1.78634946222652e+002°)
5.24807460249767e+004	(-6.02061587869000e+000dB,1.76966008371247e+002°)
5.37031796370247e+004	(-6.02061514513327e+000dB,1.75296750528306e+002°)
5.49540873857619e+004	(-6.02061443909740e+000dB,1.73626999901403e+002°)
5.62341325190343e+004	(-6.02061375987728e+000dB,1.71956587858012e+002°)
5.75439937337151e+004	(-6.02061310676488e+000dB,1.70285351384210e+002°)
5.88843655355583e+004	(-6.02061247905140e+000dB,1.68613134527390e+002°)
6.02559586074351e+004	(-6.02061187602910e+000dB,1.66939789818651e+002°)
6.16595001861475e+004	(-6.02061129699314e+000dB,1.65265179670349e+002°)
6.30957344480186e+004	(-6.02061074124308e+000dB,1.63589177744182e+002°)
6.45654229034648e+004	(-6.02061020808434e+000dB,1.61911670285047e+002°)
6.60693448007589e+004	(-6.02060969682945e+000dB,1.60232557415691e+002°)
6.76082975391974e+004	(-6.02060920679921e+000dB,1.58551754387092e+002°)
6.91830970918929e+004	(-6.02060873732366e+000dB,1.56869192779263e+002°)
7.07945784384130e+004	(-6.02060828774294e+000dB,1.55184821647099e+002°)
7.24435960074982e+004	(-6.02060785740807e+000dB,1.53498608605701e+002°)
7.41310241300909e+004	(-6.02060744568159e+000dB,1.51810540849524e+002°)
7.58577575029175e+004	(-6.02060705193802e+000dB,1.50120626099632e+002°)
7.76247116628683e+004	(-6.02060667556442e+000dB,1.48428893473273e+002°)
7.94328234724272e+004	(-6.02060631596065e+000dB,1.46735394270034e+002°)
8.12830516164090e+004	(-6.02060597253967e+000dB,1.45040202668881e+002°)
8.31763771102661e+004	(-6.02060564472777e+000dB,1.43343416330516e+002°)
8.51138038202367e+004	(-6.02060533196468e+000dB,1.41645156899671e+002°)
8.70963589956071e+004	(-6.02060503370363e+000dB,1.39945570402251e+002°)
8.91250938133735e+004	(-6.02060474941142e+000dB,1.38244827532532e+002°)
9.12010839355899e+004	(-6.02060447856837e+000dB,1.36543123826093e+002°)
9.33254300796980e+004	(-6.02060422066827e+000dB,1.34840679714616e+002°)
9.54992586021425e+004	(-6.02060397521828e+000dB,1.33137740459310e+002°)
9.77237220955799e+004	(-6.02060374173883e+000dB,1.31434575960365e+002°)
9.99999999999988e+004	(-6.02060351976344e+000dB,1.29731480440573e+002°)
1.02329299228074e+005	(-6.02060330883857e+000dB,1.28028772002090e+002°)
1.04712854805089e+005	(-6.02060310852345e+000dB,1.26326792056178e+002°)
1.07151930523759e+005	(-6.02060291838986e+000dB,1.24625904626717e+002°)
1.09647819614317e+005	(-6.02060273802193e+000dB,1.22926495529231e+002°)
1.12201845430195e+005	(-6.02060256701596e+000dB,1.21228971428242e+002°)
1.14815362149687e+005	(-6.02060240498016e+000dB,1.19533758776750e+002°)
1.17489755493952e+005	(-6.02060225153447e+000dB,1.17841302642721e+002°)
1.20226443461740e+005	(-6.02060210631035e+000dB,1.16152065428487e+002°)
1.23026877081237e+005	(-6.02060196895054e+000dB,1.14466525489965e+002°)
1.25892541179415e+005	(-6.02060183910885e+000dB,1.12785175663587e+002°)
1.28824955169312e+005	(-6.02060171645001e+000dB,1.11108521709727e+002°)
1.31825673855639e+005	(-6.02060160064940e+000dB,1.09437080682242e+002°)
1.34896288259164e+005	(-6.02060149139291e+000dB,1.07771379234508e+002°)
1.38038426460287e+005	(-6.02060138837669e+000dB,1.06111951872931e+002°)
1.41253754462274e+005	(-6.02060129130706e+000dB,1.04459339169479e+002°)
1.44543977074591e+005	(-6.02060119990024e+000dB,1.02814085945145e+002°)
1.47910838816819e+005	(-6.02060111388221e+000dB,1.01176739436521e+002°)
1.51356124843619e+005	(-6.02060103298855e+000dB,9.95478474577899e+001°)
1.54881661891246e+005	(-6.02060095696426e+000dB,9.79279565704135e+001°)
1.58489319246109e+005	(-6.02060088556359e+000dB,9.63176102726316e+001°)
1.62181009735891e+005	(-6.02060081854988e+000dB,9.47173472205913e+001°)
1.65958690743754e+005	(-6.02060075569542e+000dB,9.31276994924796e+001°)
1.69824365246172e+005	(-6.02060069678124e+000dB,9.15491909064752e+001°)
1.73780082874935e+005	(-6.02060064159697e+000dB,8.99823354026527e+001°)
1.77827941003890e+005	(-6.02060058994071e+000dB,8.84276354981924e+001°)
1.81970085860996e+005	(-6.02060054161879e+000dB,8.68855808243757e+001°)
1.86208713666284e+005	(-6.02060049644568e+000dB,8.53566467528985e+001°)
1.90546071796322e+005	(-6.02060045424373e+000dB,8.38412931180317e+001°)
1.94984459975802e+005	(-6.02060041484309e+000dB,8.23399630401117e+001°)
1.99526231496885e+005	(-6.02060037808145e+000dB,8.08530818547707e+001°)
2.04173794466950e+005	(-6.02060034380389e+000dB,7.93810561512417e+001°)
2.08929613085401e+005	(-6.02060031186271e+000dB,7.79242729219980e+001°)
2.13796208950220e+005	(-6.02060028211720e+000dB,7.64830988249425e+001°)
2.18776162394952e+005	(-6.02060025443347e+000dB,7.50578795583476e+001°)
2.23872113856831e+005	(-6.02060022868426e+000dB,7.36489393477876e+001°)
2.29086765276774e+005	(-6.02060020474871e+000dB,7.22565805434001e+001°)
2.34422881531989e+005	(-6.02060018251218e+000dB,7.08810833249821e+001°)
2.39883291901946e+005	(-6.02060016186604e+000dB,6.95227055116663e+001°)
2.45470891568500e+005	(-6.02060014270743e+000dB,6.81816824722498e+001°)
2.51188643150955e+005	(-6.02060012493914e+000dB,6.68582271316539e+001°)
2.57039578276883e+005	(-6.02060010846929e+000dB,6.55525300684916e+001°)
2.63026799189535e+005	(-6.02060009321119e+000dB,6.42647596983007e+001°)
2.69153480392688e+005	(-6.02060007908312e+000dB,6.29950625366706e+001°)
2.75422870333813e+005	(-6.02060006600812e+000dB,6.17435635362429e+001°)
2.81838293126442e+005	(-6.02060005391376e+000dB,6.05103664913983e+001°)
2.88403150312657e+005	(-6.02060004273199e+000dB,5.92955545043493e+001°)
2.95120922666635e+005	(-6.02060003239889e+000dB,5.80991905063377e+001°)
3.01995172040197e+005	(-6.02060002285451e+000dB,5.69213178276737e+001°)
3.09029543251355e+005	(-6.02060001404265e+000dB,5.57619608104573e+001°)
3.16227766016834e+005	(-6.02060000591070e+000dB,5.46211254579686e+001°)
3.23593656929624e+005	(-6.02059999840941e+000dB,5.34988001149106e+001°)
3.31131121482586e+005	(-6.02059999149278e+000dB,5.23949561729198e+001°)
3.38844156139198e+005	(-6.02059998511782e+000dB,5.13095487960238e+001°)
3.46736850452527e+005	(-6.02059997924444e+000dB,5.02425176610130e+001°)
3.54813389233570e+005	(-6.02059997383524e+000dB,4.91937877080018e+001°)
3.63078054770096e+005	(-6.02059996885539e+000dB,4.81632698967764e+001°)
3.71535229097167e+005	(-6.02059996427245e+000dB,4.71508619648553e+001°)
3.80189396320556e+005	(-6.02059996005626e+000dB,4.61564491835228e+001°)
3.89045144994275e+005	(-6.02059995617878e+000dB,4.51799051084310e+001°)
3.98107170553492e+005	(-6.02059995261396e+000dB,4.42210923216926e+001°)
4.07380277804107e+005	(-6.02059994933761e+000dB,4.32798631627131e+001°)
4.16869383470329e+005	(-6.02059994632733e+000dB,4.23560604453226e+001°)
4.26579518801586e+005	(-6.02059994356230e+000dB,4.14495181590693e+001°)
4.36515832240160e+005	(-6.02059994102328e+000dB,4.05600621528262e+001°)
4.46683592150957e+005	(-6.02059993869242e+000dB,3.96875107991339e+001°)
4.57088189614868e+005	(-6.02059993655323e+000dB,3.88316756379614e+001°)
4.67735141287191e+005	(-6.02059993459045e+000dB,3.79923619988065e+001°)
4.78630092322631e+005	(-6.02059993278997e+000dB,3.71693696002809e+001°)
4.89778819368439e+005	(-6.02059993113876e+000dB,3.63624931265338e+001°)
5.01187233627265e+005	(-6.02059992962480e+000dB,3.55715227800526e+001°)
5.12861383991357e+005	(-6.02059992823697e+000dB,3.47962448105568e+001°)
5.24807460249765e+005	(-6.02059992696505e+000dB,3.40364420198541e+001°)
5.37031796370245e+005	(-6.02059992579958e+000dB,3.32918942426693e+001°)
5.49540873857616e+005	(-6.02059992473187e+000dB,3.25623788035798e+001°)
5.62341325190341e+005	(-6.02059992375390e+000dB,3.18476709503057e+001°)
5.75439937337148e+005	(-6.02059992285829e+000dB,3.11475442636949e+001°)
5.88843655355580e+005	(-6.02059992203824e+000dB,3.04617710448310e+001°)
6.02559586074349e+005	(-6.02059992128751e+000dB,2.97901226797615e+001°)
6.16595001861473e+005	(-6.02059992060035e+000dB,2.91323699824075e+001°)
6.30957344480184e+005	(-6.02059991997147e+000dB,2.84882835162629e+001°)
6.45654229034646e+005	(-6.02059991939602e+000dB,2.78576338955365e+001°)
6.60693448007586e+005	(-6.02059991886952e+000dB,2.72401920664194e+001°)
6.76082975391971e+005	(-6.02059991838788e+000dB,2.66357295691885e+001°)
6.91830970918926e+005	(-6.02059991794734e+000dB,2.60440187818712e+001°)
7.07945784384127e+005	(-6.02059991754444e+000dB,2.54648331462116e+001°)
7.24435960074979e+005	(-6.02059991717601e+000dB,2.48979473766812e+001°)
7.41310241300906e+005	(-6.02059991683913e+000dB,2.43431376532812e+001°)
7.58577575029172e+005	(-6.02059991653114e+000dB,2.38001817988781e+001°)
7.76247116628680e+005	(-6.02059991624960e+000dB,2.32688594418082e+001°)
7.94328234724269e+005	(-6.02059991599225e+000dB,2.27489521644762e+001°)
8.12830516164087e+005	(-6.02059991575704e+000dB,2.22402436386596e+001°)
8.31763771102658e+005	(-6.02059991554208e+000dB,2.17425197482163e+001°)
8.51138038202363e+005	(-6.02059991534566e+000dB,2.12555686998739e+001°)
8.70963589956067e+005	(-6.02059991516619e+000dB,2.07791811227610e+001°)
8.91250938133732e+005	(-6.02059991500221e+000dB,2.03131501573206e+001°)
9.12010839355895e+005	(-6.02059991485240e+000dB,1.98572715342239e+001°)
9.33254300796976e+005	(-6.02059991471555e+000dB,1.94113436438815e+001°)
9.54992586021421e+005	(-6.02059991459055e+000dB,1.89751675971261e+001°)
9.77237220955795e+005	(-6.02059991447637e+000dB,1.85485472776167e+001°)
1.00000000000000e+006	(-6.02059991437209e+000dB,1.81312893864939e+001°)
